company_ID,company_name,company_pic,company_address,company_email,company_field,company_Phone,company_size,training_price,group,training_location,training_date,training_topic,training_field,training_type,order_history,improved_abilities,increasement_points,training_materials_quality,trainer_satisfaction_level,dining_facilities,residential_facilities,satisfaction_level,management_seller_closeness,continuity,likelihood_of_recommendation
60,PT Handayani Gunarto (Persero) Tbk,"R.M. Bakianto Mandala, S.Gz","Jl. Raya Ujungberung No. 891
Mojokerto, Maluku Utara 23341",dmelani@example.com,Pertambangan dan Penggalian,(0501) 584 9145,Menengah,700000,Group,"15670 Ball Extensions
South Christopher, DE 18396",2023-12-29,Create A Simple Integrating Payroll System for Salary Efficiently and Effectively,Credit & Collection,Online Training,7,55,84,1,7,3,4,3.75,7,no,66.64285714285714
61,PT Hastuti,Lala Lazuardi,"Jl. Soekarno Hatta No. 71
Palembang, Jawa Barat 48931",luhung88@example.com,"Aktivitas Profesional, Ilmiah Dan Teknis",(0040) 989 2270,Menengah,700000,Group,"8966 Mueller Lights
Anthonyton, NH 12574",2024-01-08,Modern Warehouse Management in Digital Post Covid19 era,Credit & Collection,Online Training,4,97,25,2,6,8,7,5.75,3,no,68.5
62,CV Damanik Setiawan,Irwan Gunarto,"Gg. Laswi No. 3
Samarinda, Nusa Tenggara Barat 54328",pkuswandari@example.net,Industri Pengelahan,+62-53-933-2723,Kecil,200000,Group,"11742 York Creek
Amberfort, SD 08001",2023-12-28,Powerful Database Analysis & Dashbord Reporting with Excel,Credit & Collection,Online Training,1,90,75,7,7,5,7,6.5,8,yes,84.28571428571429
63,UD Winarno,Ivan Hassanah,"Jl. H.J Maemunah No. 375
Bitung, Bali 24869",lailasaricayadi@example.org,"Aktivitas Profesional, Ilmiah Dan Teknis",+62-35-714-3047,Besar,100000,Group,"5560 Bryant Port
Johnchester, TX 19218",2024-01-10,Purchasing & Procurement era Digital Industry 4.0 & New Normal,Credit & Collection,Online Training,3,74,35,10,1,1,4,4.0,4,no,54.142857142857146
64,Perum Rahimah Hidayanto Tbk,Jane Situmorang,"Gg. PHH. Mustofa No. 260
Banjar, SN 31273",mpurnawati@example.com,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",+62 (53) 003-7662,Besar,700000,Group,"47267 Sarah River Suite 988
North Danamouth, MS 72000",2024-01-25,Succesfully Quality Management to managing change in new normal or Industry 4.0 as a Key Enabler toward Successful Implementation of Total Quality Management  for Banking,Credit & Collection,Online Training,9,49,35,4,1,8,8,5.25,7,no,72.35714285714286
65,PT Widodo Mayasari Tbk,dr. Saadat Saefullah,"Jalan Rawamangun No. 48
Balikpapan, Kalimantan Barat 65182",ridwanwidiastuti@example.net,Penyediaan Akomodasi Dan Penyediaan Makan Minum,+62 (97) 134-6243,Besar,900000,Group,"85874 Christina Mountain Suite 142
Brooksborough, CA 50230",2023-11-27,"Manajemen Pembelian, PPIC, Pergudangan & Negosiasi Pengadaan",Credit & Collection,Online Training,6,86,88,7,1,7,5,5.0,1,no,70.57142857142857
66,PT Tarihoran Pranowo,Gatot Iswahyudi,"Jl. Jakarta No. 0
Denpasar, SN 49762",nasrullah87@example.net,Informasi Dan KomunikasiAktivitas Keuangan dan Asuransi,(031) 309-8948,Kecil,300000,Group,"8132 Hatfield Underpass Apt. 234
South Melanie, MP 50111",2024-01-23,Manajemen Filing & Tata Kelola Kantor,Credit & Collection,Online Training,5,25,48,2,8,5,4,4.75,3,no,55.785714285714285
67,UD Siregar Ardianto,Sabrina Kusmawati,"Jl. Abdul Muis No. 185
Bima, Nusa Tenggara Timur 70630",enatsir@example.org,Real Estat,+62 (72) 943 3248,Menengah,1000000,Retail,"858 Joel Island Apt. 042
Lake John, GU 06675",2023-12-18,Managing General Affairs Excellence,Credit & Collection,Online Training,6,42,77,10,10,7,2,7.25,2,no,80.21428571428571
68,PT Wijaya Dongoran Tbk,Calista Maryadi,"Jalan Dr. Djunjunan No. 38
Tarakan, SU 63507",sitorusgalang@example.net,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",+62 (481) 776-6682,Kecil,400000,Retail,"198 Elizabeth Underpass Suite 629
Travisville, ME 21836",2023-12-14,Excel & PowerPoint for Powerful Business Application,Credit & Collection,Online Training,1,60,22,8,1,1,3,3.25,9,no,49.21428571428572
69,PD Utama (Persero) Tbk,Hardana Wulandari,"Gang Pasir Koja No. 642
Medan, Jawa Tengah 76786",laksitalukita@example.com,Informasi Dan KomunikasiAktivitas Keuangan dan Asuransi,+62 (734) 628-1209,Besar,100000,Group,"75711 Robert Falls Suite 150
West Timothy, AL 85593",2024-01-03,"How to Effectively Manage, Coach & Mentor Subordinate Who Work From Home",Credit & Collection,Online Training,1,56,58,1,3,5,8,4.25,2,no,50.92857142857143
70,CV Waluyo,Taufan Pradana,"Gg. HOS. Cokroaminoto No. 808
Bukittinggi, Jawa Timur 13856",gunawaniriana@example.net,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",+62 (494) 490-5493,Menengah,700000,Retail,"46949 Stephens Knoll Apt. 045
North Riley, MT 12936",2023-12-17,Effective Negotiation Skills in New Normal Era,Credit & Collection,Online Training,6,76,32,6,7,10,5,7.0,5,no,81.14285714285714
71,Perum Astuti Pudjiastuti,"Fitria Andriani, S.Pd","Jalan Jayawijaya No. 20
Surabaya, ST 25152",gsihombing@example.com,Aktivitas Jasa Lainnya,0894335524,Besar,300000,Retail,"86853 Bowers Inlet Apt. 775
Pottsstad, ND 47200",2023-12-15,Effective Communication & Interpersonal Skills,Credit & Collection,Online Training,8,72,76,9,5,4,8,6.5,5,no,86.14285714285714
72,PT Rajasa (Persero) Tbk,"Ir. Kartika Zulkarnain, S.IP","Jalan BKR No. 442
Surakarta, Riau 45967",damu18@example.org,Informasi Dan KomunikasiAktivitas Keuangan dan Asuransi,(0057) 355-6089,Kecil,100000,Group,"288 Rodriguez Gardens
Geraldberg, SD 73385",2024-01-22,Shopfloor Leadership & Management: Leading By Gemba Kaizen,Credit & Collection,Online Training,6,95,26,5,8,7,6,6.5,3,yes,78.0
73,PT Utama,Gadang Mansur,"Jalan Waringin No. 91
Pontianak, DI Yogyakarta 60827",llazuardi@example.org,Aktivitas Jasa Lainnya,089 951 3977,Kecil,600000,Retail,"8229 Mark Villages
South Jasonview, TX 36526",2023-12-15,Bangkitkan Kembali Mental Menang-mu with Krishnamurti,Credit & Collection,Online Training,9,29,29,1,7,10,8,6.5,5,yes,76.14285714285714
74,PD Pratiwi,Bella Salahudin,"Gang Tubagus Ismail No. 567
Metro, Jawa Barat 42707",paramitasafitri@example.net,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",+62-71-619-5178,Menengah,100000,Group,"35614 Pittman Prairie Suite 275
West Lauraside, WA 42929",2023-12-02,"Strategi Perusahaan Dalam Menghadapi COVID 19: Financial, Operational, HR-IR, Business Continuity Plan",Credit & Collection,Online Training,4,27,82,4,1,8,9,5.5,8,no,72.0
75,PT Najmudin (Persero) Tbk,Drs. Zulfa Nugroho,"Gang Lembong No. 1
Pasuruan, DI Yogyakarta 45216",pratiwiarta@example.net,"Aktivitas Profesional, Ilmiah Dan Teknis",+62 (055) 322 9915,Menengah,300000,Retail,"7385 Colon Spurs
West Tiffany, MO 89851",2023-12-10,Creative & Agile Tools of Management Problem Solving & Decision Making in Digital Era,Credit & Collection,Online Training,9,46,71,7,9,1,9,6.5,1,yes,78.85714285714286
76,Perum Pertiwi Pratama (Persero) Tbk,"Anom Winarsih, M.Kom.","Jl. Cempaka No. 38
Kota Administrasi Jakarta Barat, KS 23055",gpadmasari@example.org,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,+62 (296) 065 3051,Kecil,600000,Group,"08625 Davis Mountains
South Lisa, ID 25077",2023-12-04,Bagaimana Menaikkan Bisnis menjadi Level Korporasi bagi senior management,Credit & Collection,Online Training,7,99,80,10,5,9,10,8.5,5,no,103.42857142857144
77,UD Permadi Tbk,Tgk. Mumpuni Nababan,"Jl. Cikutra Barat No. 46
Blitar, SB 23460",cahyo33@example.net,Pengangkutan dan Pergudangan,(0530) 810 7898,Menengah,300000,Group,"14479 Richard Meadows
East Leslieland, PA 34341",2023-12-17,Business Leadership through Excellence Execution in Post Covid,Credit & Collection,Online Training,4,35,34,3,4,5,4,4.0,8,no,55.57142857142857
78,CV Andriani Mangunsong,Novi Sinaga,"Jalan Wonoayu No. 12
Purwokerto, Kalimantan Selatan 78935",halim23@example.org,Lainnya,+62 (037) 284-8583,Besar,200000,Retail,"8324 Matthew Loop
Lake Kimberlyburgh, MO 30057",2023-12-02,Creative Leadership & Management for Better Result,Credit & Collection,Online Training,2,42,43,7,1,8,7,5.75,8,no,67.5
79,UD Saputra Gunawan Tbk,Zaenab Purnawati,"Jl. Dipenogoro No. 723
Tual, Nusa Tenggara Barat 19857",dartono76@example.com,"Kesenian, Hiburan Dan Rekreasi",+62-450-052-3287,Menengah,300000,Group,"PSC 5375, Box 4593
APO AA 00895",2023-12-20,Survive & Growth in Post Covid-19 for Consumer Good Industry,Credit & Collection,Online Training,4,46,50,10,9,5,9,8.25,6,yes,88.35714285714286
80,PD Oktaviani,Ophelia Maryati,"Jl. Raya Ujungberung No. 130
Metro, Kalimantan Barat 40247",haryantocarub@example.net,Industri Pengelahan,+62-66-423-7744,Kecil,700000,Group,"76059 Bush Center
South Teresamouth, GU 59145",2023-12-24,Survive & Growth in Post Covid-19 for Financial Industry,Credit & Collection,Online Training,1,73,44,9,9,3,6,6.75,1,no,67.78571428571429
81,PD Gunawan Zulkarnain,Eva Tampubolon,"Gang K.H. Wahid Hasyim No. 52
Tual, KI 15457",mandasarikalim@example.com,Industri Pengelahan,+62 (888) 997 9378,Kecil,200000,Group,"66707 Willie Bypass
East Bryanhaven, PA 84540",2024-01-09,Life Coach: Achieving Work-Life Balance,Credit & Collection,Online Training,9,61,45,10,8,8,3,7.25,4,no,85.5
82,UD Nugroho Riyanti Tbk,Pangestu Pradana,"Gg. Bangka Raya No. 77
Magelang, SU 89912",karmansudiati@example.com,Pengangkutan dan Pergudangan,+62 (097) 252 2821,Kecil,600000,Retail,"75684 Cole Run Suite 529
Lake Robert, PW 16408",2024-01-14,Facilitative & Emphatic Leadership,Credit & Collection,Online Training,3,49,66,1,7,4,7,4.75,3,no,58.92857142857143
83,Perum Yuliarti Zulkarnain,"Drs. Lanjar Widiastuti, S.Gz","Gang Tubagus Ismail No. 85
Pekalongan, JA 23756",solehsirait@example.net,"Kesenian, Hiburan Dan Rekreasi",+62 (95) 979 7367,Menengah,100000,Group,"2171 Torres Mall Apt. 757
New Tamara, OH 31268",2023-12-12,"Innovative, Sistematic & Lateral Thinking Skills for Leader",Credit & Collection,Online Training,8,35,98,6,1,2,2,2.75,9,no,62.92857142857143
84,PT Halimah Melani (Persero) Tbk,Jumadi Halimah,"Gg. Cikutra Barat No. 18
Pekanbaru, Jawa Barat 09399",mahdinajmudin@example.net,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",+62 (94) 618-5663,Besar,700000,Group,"70005 Michael Trace
Lake Cynthia, AZ 84905",2023-12-14,Creative Problem Solving & Decision Making,Credit & Collection,Online Training,2,70,95,9,3,7,3,5.5,6,no,74.28571428571429
85,CV Simbolon Irawan,H. Reza Handayani,"Jalan Cempaka No. 2
Pagaralam, Kalimantan Barat 87702",hakimoman@example.com,Pengangkutan dan Pergudangan,(0216) 589 6019,Kecil,500000,Retail,"01666 Jason Manor
Garciachester, NC 29899",2023-12-15,Powerful Closing Technique ,Credit & Collection,Public Training,8,79,36,9,9,9,3,7.5,9,no,94.28571428571428
86,PT Tampubolon,Jasmin Safitri,"Jalan Rumah Sakit No. 597
Surakarta, RI 73578",hamimamaryati@example.com,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,+62-069-858-3309,Besar,100000,Group,"5498 Hill Prairie Suite 900
North Michaelland, SD 47462",2023-12-26,Advanced Digital Marketing & Foundation,Credit & Collection,Public Training,2,29,83,7,7,2,8,6.0,5,yes,70.28571428571429
87,UD Salahudin,Puti Ira Lazuardi,"Jl. Sukabumi No. 238
Yogyakarta, Jambi 94287",dpuspasari@example.org,Pertambangan dan Penggalian,+62 (0143) 186-8424,Menengah,800000,Retail,"0717 Danielle Mills
Port Thomasstad, PR 01069",2023-12-10,Marketing Research For Business Using SPSS,Credit & Collection,Public Training,5,48,80,3,8,4,2,4.25,9,no,68.64285714285714
88,PD Simbolon Saefullah Tbk,Cecep Thamrin,"Gg. Abdul Muis No. 42
Salatiga, Sulawesi Utara 68033",luwespermata@example.org,Pertambangan dan Penggalian,+62 (0258) 077 7394,Kecil,400000,Group,"018 Kimberly Pass Apt. 657
North Robertmouth, TN 06846",2024-01-04,Social Selling: Optimizing Engagement,Credit & Collection,Public Training,6,64,85,5,4,3,7,4.75,4,no,69.5
89,CV Dongoran Hassanah (Persero) Tbk,"H. Reza Tarihoran, S.H.","Jl. Antapani Lama No. 7
Kotamobagu, SN 23098",manullangvivi@example.com,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",+62-025-062-0630,Kecil,900000,Retail,"1381 Salas Street
New David, TN 35199",2024-01-15,Optimizing in Growing Your Business ,Credit & Collection,Public Training,2,74,98,6,10,7,7,7.5,7,yes,92.42857142857144
90,CV Budiman Siregar (Persero) Tbk,"drg. Yosef Saefullah, S.Kom","Gang Indragiri No. 960
Padangpanjang, SR 21763",gunartotasdik@example.com,Aktivitas Badan Internasional Dan Badan Ekstra Internasional,0845621368,Kecil,500000,Group,"186 Jessica Fork Suite 097
Weaverstad, PA 51588",2024-01-23,Presentation & Selling Skills Using Story-Telling ,Credit & Collection,Public Training,8,44,27,4,7,10,9,7.5,8,no,86.57142857142857
91,PD Saptono Tbk,Amelia Pertiwi,"Jl. Cihampelas No. 99
Batam, Kalimantan Utara 20336",lnarpati@example.com,Industri Pengelahan,(0510) 809-2552,Kecil,800000,Retail,"36032 Rhonda Junctions Suite 489
Jeffreychester, AL 18166",2024-01-13,Sales Forecasting: for Sales Target Results,Credit & Collection,Public Training,7,65,58,1,2,1,9,3.25,1,no,52.21428571428572
92,PD Zulaika,"Tgk. Aslijan Hutagalung, M.M.","Gg. HOS. Cokroaminoto No. 876
Tebingtinggi, Kalimantan Timur 70298",samiah87@example.org,"Pertanian, Kehutanan, dan Perikanan",+62-33-644-2036,Besar,800000,Retail,"1037 Andrea Meadows
Kramerside, AK 25351",2023-12-09,Professional Selling Skills,Credit & Collection,Public Training,3,35,67,8,1,1,5,3.75,1,no,47.07142857142857
93,Perum Yuliarti,Vinsen Mandala,"Jl. Waringin No. 86
Banjar, Papua Barat 94133",jrahimah@example.org,"Kesenian, Hiburan Dan Rekreasi",(016) 005 9842,Kecil,100000,Group,"461 Cohen Fort
New Ricky, WA 62591",2023-12-02,Visual Merchandising For Effective Result,Credit & Collection,Public Training,7,25,47,3,1,10,4,4.5,3,no,56.71428571428572
94,UD Sirait Prastuti,Lembah Widodo,"Gg. Dipenogoro No. 6
Subulussalam, JK 36268",pradanaira@example.org,"Pertanian, Kehutanan, dan Perikanan",+62-834-256-5157,Menengah,900000,Retail,"0521 Brooks Gardens
Lake Jennifertown, MP 56937",2023-12-02,Creative Promotion & Campaign Management,Credit & Collection,Public Training,4,42,45,10,5,7,1,5.75,2,no,62.07142857142857
95,PT Yulianti Simanjuntak (Persero) Tbk,"Karen Riyanti, S.I.Kom","Gang Dipatiukur No. 124
Tual, KS 95504",zulaikhahalimah@example.org,Lainnya,+62 (236) 921 5265,Menengah,900000,Group,"PSC 4036, Box 6699
APO AE 62033",2024-01-25,Professional Digital Marketing,Credit & Collection,Public Training,6,36,80,2,10,2,3,4.25,3,no,59.785714285714285
96,Perum Nababan Tbk,Sakura Thamrin,"Gang K.H. Wahid Hasyim No. 0
Samarinda, Jawa Timur 12823",wastutilamar@example.com,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",0881829154,Menengah,700000,Retail,"6944 Armstrong Roads Suite 893
North Patriciachester, RI 86573",2024-01-19,Sales Performance Improvement,Credit & Collection,Public Training,9,99,41,3,4,3,8,4.5,3,no,69.28571428571429
97,Perum Hutagalung Andriani,Emin Ardianto,"Jalan Otto Iskandardinata No. 62
Sawahlunto, Kalimantan Tengah 62795",oskar70@example.org,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",+62 (37) 818 4355,Menengah,800000,Group,"0937 Daniel Rapid Apt. 700
East Shelly, OR 31080",2024-01-21,Marketing Support & Sales Admin ,Credit & Collection,Public Training,7,44,22,7,10,9,9,8.75,8,yes,94.78571428571428
98,PT Usamah Uyainah,Kamila Mansur,"Gg. Moch. Ramdan No. 7
Ternate, JT 39542",wuyainah@example.net,Lainnya,+62 (0619) 622 5644,Besar,200000,Group,"19153 Gonzalez Court
Bellbury, SD 57542",2023-12-10,Improving Sales Team Performance,Credit & Collection,Public Training,2,69,83,4,8,5,1,4.5,2,no,59.57142857142857
99,CV Padmasari Mangunsong,Hartaka Laksita,"Jalan Sukabumi No. 130
Tegal, Kalimantan Tengah 97337",praba01@example.net,Lainnya,+62 (46) 600 4892,Menengah,900000,Group,"230 Wright Vista Apt. 540
South Katelynland, NC 29630",2023-12-07,"Pipe Line Management, New Prospect",Credit & Collection,Public Training,7,60,68,1,8,1,8,4.5,1,no,61.85714285714285
100,CV Zulkarnain Tbk,Drs. Ophelia Anggriawan,"Jl. Rajawali Barat No. 5
Jayapura, Maluku Utara 61138",tira63@example.com,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,+62 (029) 477-8876,Menengah,100000,Retail,"864 Natalie Port Suite 902
Lisaview, MI 45933",2024-01-11,Enterprise  Solution Selling,Credit & Collection,Public Training,1,40,47,8,1,7,4,5.0,1,no,51.0
101,PD Haryanti,"Rahmi Sihombing, S.E.I","Gang Astana Anyar No. 91
Banjarmasin, BA 86002",lailasaricandrakanta@example.net,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",+62 (270) 232-1185,Kecil,500000,Group,"783 Phillips Harbors
Tracyport, RI 36231",2023-12-09,Selling With NLP,Credit & Collection,Public Training,7,47,56,6,10,8,2,6.5,1,yes,74.0
102,UD Natsir Yuniar Tbk,Raina Wulandari,"Jl. Gardujati No. 9
Tanjungbalai, Kalimantan Utara 74966",hani13@example.org,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,080 141 6838,Kecil,700000,Group,"7839 Austin Trace Apt. 592
Manningmouth, MD 95206",2023-12-18,Leaders As A Coach & Sales Team Developer,Credit & Collection,Public Training,3,87,79,3,3,6,7,4.75,8,no,73.35714285714286
103,Perum Hutagalung Purnawati (Persero) Tbk,R.M. Digdaya Halim,"Jalan Moch. Ramdan No. 50
Banjarbaru, Papua Barat 49606",umay53@example.org,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,+62-025-730-1134,Kecil,600000,Group,"Unit 4319 Box 8183
DPO AE 62532",2024-01-22,Marketing & Sales Planning,HR & Training,Public Training,1,93,54,5,9,2,10,6.5,6,yes,78.85714285714286
104,CV Prastuti,Uchita Latupono,"Gang Gedebage Selatan No. 431
Batu, Kalimantan Barat 63164",handayanijatmiko@example.org,"Aktivitas Profesional, Ilmiah Dan Teknis",+62 (188) 852-2532,Besar,200000,Retail,"005 Dunn Falls Suite 913
West Robertfort, ND 11325",2024-01-03,Area & Territory Management:,HR & Training,Public Training,5,35,72,9,7,8,1,6.25,2,no,69.92857142857143
96,Perum Nababan Tbk,Bakijan Prakasa,"Gg. Jayawijaya No. 73
Medan, KI 79880",ida02@example.org,"Kesenian, Hiburan Dan Rekreasi",0851753679,Kecil,1000000,Group,"597 Murphy Ports
West Tiffanystad, ND 92676",2023-12-24,Sales - Oriented Customer Service,HR & Training,Public Training,7,100,29,10,1,9,3,5.75,3,no,73.78571428571429
105,Perum Lazuardi,Dr. Agus Purnawati,"Gang Kiaracondong No. 2
Bontang, Maluku Utara 81763",cakrawalapranowo@example.com,"Pertanian, Kehutanan, dan Perikanan",+62-097-730-3499,Kecil,500000,Retail,"288 Clark Stravenue Apt. 292
Amandaville, ND 10088",2023-12-19,Professional Telesales & Telemarketing,HR & Training,Public Training,8,55,31,8,6,9,10,8.25,4,yes,89.78571428571429
106,PT Jailani Tbk,R.A. Maria Puspasari,"Gang Rajiman No. 1
Jayapura, KR 08058",januartaswir@example.com,Kontruksi,(0016) 904 9136,Besar,800000,Retail,"5825 Burns Dale Suite 694
Port Davidfort, ND 08259",2023-12-01,Sales Forecasting,HR & Training,Public Training,1,50,69,2,6,1,9,4.5,5,no,57.71428571428572
107,UD Hutagalung Hutasoit,"drg. Adinata Mangunsong, S.E.","Gg. Monginsidi No. 49
Kotamobagu, Banten 47239",zahrahutapea@example.net,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",+62 (0784) 302-1458,Besar,700000,Group,"4059 Bennett Walks Suite 197
Carlsonville, VI 32299",2024-01-13,Practical Marketing Strategy Implementation,HR & Training,Public Training,1,38,79,7,8,3,10,7.0,4,no,73.85714285714286
108,PD Januar,Gaman Susanti,"Jalan Dipatiukur No. 345
Tomohon, Sumatera Selatan 75128",najmudinreksa@example.org,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,+62 (060) 271 3049,Menengah,300000,Retail,"2509 Mullins Loop
South Marc, TX 99391",2024-01-20,Developing & Writing Corporate Credit Proposal,HR & Training,Public Training,1,85,52,7,2,1,9,4.75,9,no,67.78571428571429
109,PT Rajata Suartini,Gambira Pradana,"Gg. Rajawali Timur No. 07
Binjai, KS 61533",wsudiati@example.com,Kontruksi,+62 (074) 407-4642,Kecil,300000,Group,"0932 Brown Centers
South Grantburgh, TX 37489",2023-12-23,Experiential Marketing Strategy & Tactics ,HR & Training,Public Training,4,85,62,3,6,4,4,4.25,3,no,61.35714285714285
110,UD Januar Firmansyah,Hj. Kania Wibisono,"Jl. Moch. Ramdan No. 6
Sungai Penuh, SB 06532",qori67@example.net,"Aktivitas Profesional, Ilmiah Dan Teknis",+62-66-246-0593,Kecil,400000,Group,"576 Hernandez Lights Apt. 522
East Kiarafort, OR 80029",2023-12-04,How To Utilize People & Technology to win market,HR & Training,Public Training,7,96,21,2,8,9,7,6.5,7,yes,84.57142857142857
111,PT Anggriawan,Drs. Setya Suryatmi,"Jalan Moch. Ramdan No. 1
Tangerang Selatan, SR 59805",cnashiruddin@example.org,"Pertanian, Kehutanan, dan Perikanan",083 335 4011,Menengah,700000,Group,"058 Michelle Lane
Port Alex, CA 94650",2024-01-18,Mengelola NPL dengan Early Warning System (EWS),HR & Training,Public Training,6,29,60,3,3,6,6,4.5,5,no,60.57142857142857
