auction_type,nama_barang_lelang,spesifikasi_barang,keterangan,nilai limit,harga_lelang_invoice,TTD,nomor_invoice,harga_sewa_kpr,tagihan_kartu_kredit,belanja_makanan,transportasi,cicilan,gaji_bulanan,bonus,pengurangan_gaji,pendapatan_tambahan,tanggungan_1,tanggungan_2,tanggungan_3,tanggungan_4,tanggungan_5,laporan_rekan_kerja,fraud
Elektronik,laptop,Acer Swift 5,Baru,13481238.75718795,30761922.701386504,True,5139.0,1457685,0,831552,801075,6206422,11591967,2463773,849630.1075524054,3293254,0,0,2674854,4087426,0,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,anting-anting,"Anting-anting berlian 0,5 karat with emas kuning 22K",,14192709.781698948,36798767.53178172,True,4923.0,995218,1396088,1439936,649625,0,6477334,4855548,577600.3104762282,7934058,0,0,0,0,0,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor sport,Suzuki GSX-R 150,Baru,35586854.05853073,79540751.25349759,False,9818.0,1109084,9385655,1406987,795600,8273481,13095242,2629565,1173309.8371108933,1641690,0,0,2995870,0,2910098,6,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Perhiasan,cincin,"Cincin solitaire emas putih 18 karat dengan berlian 0,3 karat",,9647629.139777157,12221425.041693766,True,6425.0,839953,1057776,1162073,852957,3135291,21974092,0,1237559.877867045,1532225,3849751,3881196,0,2125698,0,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,cincin,"Cincin tunangan berlian solitaire 0,25 karat",,6685799.267948564,18073053.97658228,False,4236.0,1325917,0,1227086,502198,5300163,14731880,0,1095326.2205665284,0,0,4588529,0,267261,0,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,2837 m2 pedesaan Sleman,,13850412731.0,37204036971.23113,True,1563.0,316385,0,1256402,501092,0,32018250,2303375,3127624.133460901,4826016,0,1402766,920190,0,0,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,cincin,"Cincin solitaire emas kuning 18 karat dengan berlian 0,5 karat",,13046430.26195991,17124136.876394115,True,8644.0,1774148,4771574,1289898,710801,3784734,23946920,0,2170445.571929556,12588218,2488897,0,583296,0,0,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,1016 m2 perkotaan DKI Jakarta,,27021455736.0,39638703846.09978,True,3501.0,1487348,0,1037446,1258038,0,14998036,3018227,1121077.8133276377,9823270,4884761,4200429,91437,0,4095803,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Samsung Galaxy S23 Ultra,Bekas,15619762.913628811,15883098.981648505,True,,1609583,0,1331243,921556,5696740,9645480,0,753222.3075856349,355035,3637608,4432859,3742942,4685002,1075135,1,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Properti,Tanah,3720 m2 pedesaan Tangerang Selatan,,19994237400.0,50409752349.24758,True,4213.0,708794,0,1056182,1101312,8717937,33980765,3805860,2175986.885953297,0,361112,0,1618863,4279336,0,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,1270 m2 pedesaan Sleman,,4754285640.0,10282685873.680038,True,1130.0,246951,5628239,1490943,1281735,5612643,28721912,2545612,2649165.9302510438,0,0,1569704,0,0,0,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor sport,Yamaha R15,Bekas,28329717.385057274,55173301.40743644,True,5543.0,1887615,620385,1267452,623168,9492876,27344145,3404741,2086215.8914183236,0,3535710,0,0,0,2522104,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Huawei P50 Pro,Bekas,16427267.127614567,44392477.015624985,True,1387.0,1175840,0,1205558,867551,3836562,18504018,1599886,1040399.9598029831,8114464,588748,2570302,0,1907012,4014733,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Baru,22639343.01453337,64543172.910065375,True,5973.0,1343159,3869742,1391570,504892,0,14336063,2296356,1262686.1293962048,0,1335510,0,0,0,0,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,Acer Swift 5,Bekas,11907890.271609716,12248047.236698471,True,7239.0,1558072,3917306,1272072,399345,6009389,16300296,0,1414030.5324694512,16059309,4579254,3362157,1992504,0,0,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,2179 m2 pinggiran kota Tangerang,,23689382004.0,65213978513.93945,True,6284.0,804107,6850865,955620,1260910,0,6419145,0,586739.9643846623,5548895,138860,0,0,2450299,0,3,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Bekas,11246835.38796866,25566487.935792547,True,8416.0,1966245,7554850,1108523,924168,0,30951961,3440711,2790145.4418062014,11405379,0,949767,0,0,0,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor gede,Suzuki GSX-R 150,Baru,33877626.93446946,42419889.39869387,True,2935.0,539881,0,1035780,1061428,0,22300043,1177751,1761667.8630492266,0,0,0,3655716,0,3883309,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Baru,19803701.478136033,24395672.67035693,True,7967.0,1683725,5949278,1475124,411418,5522531,29215679,0,2582908.871220565,19348001,3026698,0,1888681,0,2868095,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Baru,20266377.229260255,48276633.99712155,True,4074.0,1740419,5152098,1332185,452433,5033174,13874391,3267420,810397.9987204805,0,0,3552899,0,4121350,0,2,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Elektronik,Telepon genggam,iPhone 14 Pro Max,Bekas,26111490.649774544,48139842.37915251,True,4447.0,698927,0,1146907,644785,8580191,27009900,0,1510732.845148742,7014640,0,2255042,3801377,426066,4534085,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Realme GT 2 Pro,Bekas,9244438.104181467,23445713.23241797,True,1924.0,622238,3738774,1487811,1478365,0,6469923,0,526559.0378223171,0,903895,0,0,0,345260,1,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Bekas,10039325.608351275,14270243.983794896,True,8092.0,1714510,9781323,808332,706153,7754363,30308554,4112399,2724241.328603973,11400573,0,0,0,0,0,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor sport,Kawasaki Ninja 250,Bekas,33918111.768995635,47009638.13460097,True,4521.0,1149932,0,1082880,392514,6888002,25993943,0,1333859.0856143092,0,0,2047478,0,0,1208135,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,anting-anting,"Anting-anting berlian 0,5 karat with emas kuning 22K",,11432305.705294048,7594318.617142265,True,7245.0,1841826,8402626,1393890,989516,0,26734024,0,1712071.1158268037,19039198,2612497,880430,3680859,3973701,4946873,3,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor gede,Suzuki GSX-R 150,Bekas,27051188.990131292,43392471.94096966,True,4892.0,1118089,2095151,1408924,639957,0,12853989,0,766729.8089661802,0,4981084,0,0,0,1566700,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,1075 m2 perkotaan Batam,,12090745375.0,27091471095.649456,True,6596.0,787817,9425856,1016673,1078420,0,11693498,2045496,1076820.842376368,4395772,0,0,4987271,0,0,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Daihatsu Terios,Bekas,399185994.72230387,297753757.2778567,True,3205.0,1250195,0,784339,1077714,4099399,34394255,0,2108193.618220685,19191270,1599477,3028497,0,0,0,2,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 25 gram,,399185994.72230387,739791150.8430059,True,5875.0,1328507,0,1322223,998811,0,29933198,2657213,2388399.250413883,11864553,3901778,906419,0,0,4598772,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,13523679.489331013,18804416.506347198,True,8446.0,1549264,7912636,789533,755543,6244274,7456406,1363220,577676.315270898,0,463754,0,0,161176,4646972,2,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Kendaraan,mobil mewah,BMW Seri 3,Bekas,1914724015.5044973,3631532788.12241,True,7567.0,638173,5841625,1199140,911713,3780901,8813028,1075288,782687.4280418005,8744285,0,0,0,0,0,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Daihatsu Terios,Bekas,351364950.87182707,446914874.1679106,False,5082.0,1013325,6244363,1372438,448712,0,30162279,2008682,1745205.6781474662,15019583,4632022,4374924,0,4509007,0,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor gede,Honda CB 150R Streetfire,Bekas,24524836.80820275,48309803.13944543,False,,739862,0,1240331,798005,0,15962641,2918495,1365098.888368185,6345474,2976879,2139559,371700,0,0,5,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting emas kuning 22K,,6112291.788278678,6912304.272195372,True,5054.0,1714402,4284459,840894,418235,0,31931153,0,2368497.6856184863,14964454,0,0,0,352806,4395417,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting mutiara 1 karat with emas putih 18K,,25077930.390796036,31716992.894287564,True,3301.0,1426191,5779081,1495809,1241553,8796350,26579959,4310990,1636364.1098101146,8134771,3386045,2117578,0,0,0,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Baru,16025237.975275075,36735809.70211199,True,8552.0,1767534,7674545,960528,576467,0,11196642,3223546,695912.9418708956,0,0,1934257,1956345,0,27062,4,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Properti,Tanah,4018 m2 pinggiran kota Surabaya Timur,,45607763516.0,60588651463.32404,True,7398.0,301817,3362089,832989,408495,2606149,21485892,1608663,2055671.3312227917,0,751899,1006566,0,131113,4075592,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,2584 m2 pedesaan Tangerang Selatan,,13902597008.0,40703556858.16022,True,7715.0,1149221,1055953,1030611,1358082,6609038,30820036,0,1919536.625861721,0,0,0,0,523172,2883476,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung mutiara multi dengan emas putih 18 karat,,11889321.169094715,16062234.142550733,True,6197.0,1537619,0,974994,857768,3444950,26431590,0,2488688.3377410052,0,2241409,0,0,0,0,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 143 m2 Sleman,Baru,720115099.0,1900658859.0335932,False,1683.0,742130,5152089,1170069,727345,0,28217852,1780878,1708180.455465356,0,1421772,0,0,0,2051812,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,4448 m2 pedesaan Tangerang Selatan,,18119688608.0,11151474760.157955,True,8751.0,744691,9329300,779863,486487,7462045,8338235,3107087,748357.1988516537,15754299,0,0,3748125,4501885,1580401,6,Data mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Toyota Avanza,Bekas,285442347.5391334,203460764.77565676,False,2624.0,771674,5438582,1223139,1167180,6579818,15919706,3977189,1572554.5929488984,18828196,4478705,0,0,0,0,4,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 10 gram,,285442347.5391334,386252795.52488434,True,,1158468,7201566,1397886,1324329,0,19577873,0,1846842.306071024,0,1666711,0,0,2581443,0,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor trail,Kawasaki KLX 150,Baru,36387076.72554221,68706423.09095825,True,3791.0,1069777,0,755702,957210,6304674,34933819,0,3363514.532998419,12453289,1790636,3156776,4553209,0,0,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 250 gram,,36387076.72554221,84498442.23415746,True,3838.0,360062,0,1117009,960912,0,20500950,0,1280655.181977312,0,0,1504645,454252,0,3501441,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,1448 m2 perkotaan Surabaya,,22562048200.0,54788137720.278755,False,6882.0,705613,0,1002403,1327624,9840812,19377171,0,1156224.2915402479,8338867,0,3069615,3055144,668718,0,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 55 m2 Bantul,Baru,761361806.0,2192740045.2198763,True,9348.0,529379,3168090,1479464,1393997,0,5193094,1421837,350186.34836785786,0,0,830167,922806,0,0,2,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Properti,rumah,Rumah 261 m2 Yogyakarta,Baru,973798905.0,1986739004.1699474,True,2594.0,226600,6577405,1402208,701810,0,28106044,2289240,1409800.844902847,18492336,2468283,563707,0,3501103,0,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 292 m2 Bekasi,Baru,1111531508.0,2783312995.6905665,True,5758.0,1035558,5758418,985696,520409,0,14400272,3469025,1432226.2481122303,2783990,2183960,3144131,3962175,977876,4988918,3,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting emas kuning 22K,,5772176.554565179,13826985.324354166,True,6974.0,1688887,9876808,1172401,1257972,0,24440313,1351727,1451241.6050617597,8038229,875361,1594213,0,0,0,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor gede,Yamaha Vixion,Bekas,17077896.179834973,30846202.216188945,True,1239.0,847743,2241017,1132763,1031388,2895266,17397678,0,1208610.2855267785,16534218,0,0,0,0,0,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,910312.9607689346,1908543.2421373953,True,4994.0,1256153,0,1098748,994928,0,10347275,0,591404.0052828913,0,0,0,1722989,4951594,0,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor sport,Suzuki GSX-R 150,Baru,34444689.67961399,40751766.79560033,False,7073.0,686584,2330910,1049071,849393,0,13806996,0,755491.4683770374,0,2265432,4183336,0,349941,1010179,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 214 m2 Sidoarjo,Baru,849601759.0,2478429971.494632,True,1414.0,312462,0,1368967,1485326,2676984,16375919,4111426,950336.5837310201,0,0,0,451711,1652810,911794,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,anting-anting,"Anting-anting berlian 0,5 karat with emas kuning 22K",,11790868.216236295,17515290.65034369,True,,1102183,0,1058837,432985,6385347,30089522,0,2777280.4064147607,14508145,4746294,1349625,4399702,0,3165591,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 207 m2 Kulon Progo,Bekas,465408820.0,770774602.764183,False,4163.0,647798,8236006,1134827,1007120,0,24352587,0,2038211.6920630701,12690234,4846704,0,1616352,571049,2113558,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Bekas,17373183.979268666,35338523.07033067,True,8643.0,1284133,0,1069636,1088237,0,34372594,0,1947639.827909124,10912734,3455569,4024972,580312,0,482123,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung emas kuning 22 karat dengan liontin berbentuk hati,,5983858.921187015,14080392.867791293,True,8321.0,375652,0,1201676,751446,0,10340074,0,661621.3769730711,16959920,432585,1599042,0,1185424,0,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 138 m2 Medan Utara,Baru,751171222.0,1272063596.6332147,True,9016.0,568884,0,920520,978665,0,16754882,0,1202091.6913354897,12894918,4651020,0,846440,3651824,2358207,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor gede,Honda CB 150R Streetfire,Bekas,23975569.725896593,67739180.63547882,True,6693.0,1184127,9559713,910088,801495,5236332,29866115,0,2496171.459510299,0,2583324,0,0,0,0,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Bekas,14484899.302275924,37189031.74599889,True,5617.0,321471,0,1018281,802645,0,6343214,2424930,553870.4434209592,2275723,2837215,0,2724950,0,813355,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,3089 m2 perkotaan Semarang,,30004902652.0,31948062621.97732,True,4879.0,1082666,6422112,1168758,1204661,0,30113300,0,1929986.7220549888,0,2550526,0,0,4717198,2801886,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 188 m2 Surabaya,Bekas,2154809035.0,3903834676.608032,True,1834.0,346811,0,955362,1085272,0,26811730,0,1518682.1913727284,0,0,0,0,3322389,4712341,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor sport,Yamaha R15,Bekas,28997851.321422365,83460194.23568246,True,1043.0,292848,0,944110,840933,3003625,18510695,0,1709319.1700842741,0,2519246,0,4574365,0,1045519,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 149 m2 Sleman,Bekas,603008802.0,1666242431.7885585,True,7041.0,439087,4525877,1033044,1405157,4334909,30136950,4171191,2428898.4056966626,6686705,118061,0,0,0,0,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Vivo X80,Bekas,11218815.758475017,16301902.602266818,True,8350.0,869172,5650717,944585,1435280,0,28614043,3379411,1760983.2072943314,18174885,0,0,0,575601,0,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Baru,25972283.988973193,53420741.4178048,True,8465.0,551988,0,1012736,1302817,4520141,27020902,0,2585165.765418202,0,0,3132937,1818940,4461974,0,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 201 m2 Sleman,Baru,490355488.0,854954110.7816904,True,8382.0,1801526,6345323,1067248,797897,9300083,13721403,4047878,735066.5508947176,2357897,0,3788803,2314685,0,0,4,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Bekas,9493105.361224947,20538635.853801012,True,2169.0,1176254,5335915,888106,946416,0,17431790,0,889706.3758827989,0,0,4524865,0,0,1141581,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,3042 m2 pinggiran kota Surabaya Barat,,30929790528.0,61051626210.85248,True,4136.0,831108,7738980,914355,815343,0,11764174,3409679,675608.7308660786,0,2868386,2653485,0,4380673,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor gede,Kawasaki Ninja 250,Baru,46709276.189700454,76369739.16066673,True,3987.0,1963136,782842,1479114,945722,6570341,6939157,3635403,619048.8222669598,0,0,0,0,4121410,4678271,4,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
