collateral_auction_type,collateral_name,collateral_specification,collateral_info,collateral_market_place,invoice_auction_price,invoice_ttd,invoice_num,mrent_price,cc_bill,food_cost,trans_cost,employee_installment_loan,monthly_income,Bonus_income,salary_reduction,add_income,dependents_1,dependents_2,dependents_3,dependents_4,dependents_5,coworker_report,fraud
Properti,rumah,Rumah 216 m2 DKI Jakarta,Bekas,2906614072.0,7472318988.937976,True,,1542120,0,919425,915175,0,26236198,2073629,2050184.8845860905,14396667,0,0,0,649356,1047274,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Baru,25438394.197497886,53304091.486957,False,7609.0,780461,3335793,800358,1051086,7051190,12236632,0,913403.0831632147,0,0,1436392,0,4367812,2224480,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 214 m2 Bandung,Baru,1653621500.0,1604878552.5440655,True,6552.0,1199619,0,1376775,905105,7450964,13368676,3847540,1040770.5133392937,0,1812267,0,1443013,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Honda CB 150R Streetfire,Baru,29995381.641297664,65595683.60640291,True,2078.0,1308081,0,1435693,1218652,0,20219172,4792485,1417622.9780734598,4302935,1389380,0,0,0,4195366,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Lenovo ThinkPad X1 Carbon Gen 10,Bekas,17737874.402027976,29216438.127971005,True,5026.0,1207384,0,1433015,827745,4816529,10578491,4378155,838619.0116058681,0,1116886,2651400,3587380,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,2752 m2 pinggiran kota Depok,,34537630272.0,69811151112.45872,True,1180.0,1521843,9603583,841933,782121,0,8414067,0,541976.8377711588,0,631667,0,0,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 226 m2 Tangerang Selatan,Bekas,837302976.0,1235771384.1023204,True,3095.0,262990,0,911181,1256851,0,31157803,0,2758926.6135796574,3060872,0,817159,1090805,4719896,829074,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 171 m2 Batam,Bekas,958566516.0,2173204332.2803617,True,,931751,7317237,1102782,1353953,0,30194762,3025840,1868321.951187442,0,4939289,1282298,0,4475264,612235,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor bebek,Suzuki Smash,Baru,19715106.920613684,16801519.68531461,True,1345.0,1871111,0,838126,595335,0,21004753,2188721,1720508.422731874,0,1570240,1646970,3151146,3311069,1541059,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Suzuki DR-150S,Baru,34090654.65105338,28553670.613047507,True,4073.0,788543,1972384,846291,453202,7602754,25455590,0,2014711.0149984471,4125754,0,2822340,397499,0,3131928,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 238 m2 Batam,Baru,1528949632.0,3956748489.2859936,True,,760725,0,1246659,947384,2880697,12503051,3727889,966274.2374574612,13903793,2881137,0,4372273,269875,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,2690 m2 pinggiran kota Depok,,31732326760.0,86815322397.6069,True,9628.0,467179,3664205,1357108,711436,0,6183970,0,362217.62896964944,1294890,1429887,4634807,0,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,3241 m2 pinggiran kota Surabaya Barat,,35528192028.0,77850060470.88217,True,4023.0,1115461,0,1119313,932517,6454189,8311356,2073778,530331.8364935034,0,0,1312206,0,0,357365,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor bebek,Honda Supra X 125,Bekas,13358009.781013954,26246383.77043485,True,7684.0,840786,0,1002099,1331332,0,34505703,0,1955960.952684511,12479706,0,2602476,0,431195,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Suzuki Smash,Baru,19525246.03146584,52899739.7003934,False,5535.0,835568,9798321,1312842,1062991,3620878,29723739,1107944,2838902.508073881,0,2482948,0,0,0,3407086,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,OPPO Find X5 Pro,Baru,17297577.24588154,35862669.34020838,True,1024.0,460665,0,884399,830118,0,14300819,3872413,1427456.0740308356,0,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 162 m2 Batam,Baru,1970374669.0,4594512974.259586,True,2563.0,1279021,0,859515,926128,2879436,20770395,0,1453325.7874518088,0,0,2682981,1580048,0,3137692,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata opal,,765374.5579810884,1161268.1858138917,True,2825.0,1969132,4432429,1376166,489879,0,30022549,3889081,2842477.9771572393,0,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 216 m2 Medan,Bekas,1324017967.0,3625944069.947798,True,8591.0,386741,0,1106892,1397595,0,12521501,0,628982.8663948561,7320628,0,272412,0,0,4402766,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung liontin mutiara dengan desain jalinan,,6913000.297987148,14963559.89618082,True,8944.0,1377267,0,911884,796274,0,13575262,4673147,773395.7093003414,0,287660,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata hijau,,622749.952629599,879447.2366376428,True,4221.0,1918891,6880202,1152191,1010630,7086664,8087078,0,782248.4551408682,0,2805508,30432,0,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor trail,Honda CRF 150L,Baru,35384000.0,23760137.74782307,True,6000.0,1690394,657900,1423523,1361617,8172727,31213203,0,2462597.0554392585,0,0,0,884818,0,2909433,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 108 m2 Yogyakarta,Bekas,421797184.0,674822015.2052536,True,8763.0,1498029,0,954568,549421,2272027,25987032,4049394,2579590.5932596545,0,0,0,4110803,3377855,1645009,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Bekas,12067117.808763977,35234608.934787735,False,3644.0,1306414,1769853,1280328,669591,9458854,10643526,0,580988.9314413912,7059818,0,1236618,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,"Cincin solitaire emas putih 18 karat dengan berlian 0,3 karat",,9761818.803551037,8886399.957576983,True,5568.0,479784,0,1463735,1059609,6849862,6818983,4330355,365509.4336283581,0,0,0,3080804,0,1220986,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,MacBook Air M2,Bekas,18552536.577547777,39168157.36821364,False,9217.0,785825,6804306,980328,673528,0,25625992,0,1928932.4484436093,0,0,0,2533132,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Baru,16498035.560843667,33227719.95238155,True,7255.0,998703,0,908530,361522,0,14358075,4088504,1183115.1628482384,340475,0,311521,0,0,0,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Bekas,10792599.92338179,18181302.88240768,False,3865.0,1643881,0,1241913,1021101,2486731,9560636,0,875520.9231240449,0,0,0,2345017,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1914 m2 perkotaan Medan,,20757894630.0,41850250499.79779,True,5819.0,1419761,0,777092,1359839,0,33951439,0,2792392.7705791807,6279675,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1540 m2 pedesaan Mojokerto,,8859076380.0,5875623299.051153,True,1168.0,602655,0,1416990,1178943,6219044,18393013,0,1627686.6881663792,15247047,0,4049460,2130800,0,3858671,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Suzuki Smash,Bekas,9632495.195598595,21681132.820656862,True,,747024,5516095,896249,614642,0,5011870,2768435,466645.3171472684,5071150,0,4473498,443716,1596037,4244552,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,Gelang mutiara multi dengan desain chevron,,8498859.809592916,13448389.870717011,True,9760.0,1241633,3936303,1487459,655201,6466254,15351158,1630531,1034964.2618335816,14740140,763491,1814464,2666964,3902456,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4008 m2 pedesaan Sleman,,13013783616.0,8322376447.504503,True,5742.0,664163,2359405,845910,1263434,6614548,28487433,1292339,2711283.089167183,0,0,0,0,1308225,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4959 m2 perkotaan DKI Jakarta,,125983087542.0,226143393880.7516,True,3563.0,1147520,7139202,1412575,447863,0,26777773,1049463,2368614.537405606,0,0,0,0,249667,4081622,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Baru,19436901.242094327,35153867.79208435,True,3374.0,1385561,2195693,967938,1063326,8088956,34134656,0,3396201.3773619398,0,0,2627489,0,4086082,552421,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4492 m2 pedesaan Gresik,,28338136868.0,33423578674.72621,True,2106.0,1800441,3476369,971671,703068,4854826,30752214,0,2144873.446407721,0,51690,0,4528808,3202150,2211563,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,HP Spectre x360 14,Bekas,15664125.98485915,15548124.121975683,True,,426701,8225951,1016798,991089,0,25832024,0,2193058.2590702497,0,0,0,3653851,4072269,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3353 m2 perkotaan Batam,,40118306347.0,37698715856.01203,True,3129.0,1280189,0,817471,597501,0,8651517,0,650453.7256480564,0,1642157,0,0,1135133,2643802,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting emas kuning 22K,,5681215.135509567,13406487.149866318,True,5051.0,1900313,2384691,1192507,1034370,2247940,21861252,4218697,1500798.2094790451,2754259,0,2985196,0,1341103,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4122 m2 perkotaan Yogyakarta,,26791198686.0,65567396457.292145,True,6286.0,1704699,0,1109149,360496,0,29164958,2821541,2374739.2669319063,13790170,1098544,4684222,0,906597,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Yamaha WR 155 R,Bekas,27908341.70927211,36853348.4230834,True,7150.0,1991939,8869995,883488,1335477,4516737,23279637,4085095,2315832.1714861966,0,3080516,0,366463,4867709,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 0.5 gram,,27908341.70927211,36318007.69688782,True,1980.0,302134,0,863265,1338237,0,20976290,0,1135567.965498453,0,0,0,4336759,0,4532996,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Mercedes-Benz C-Class,Bekas,2335030531.773971,2018694971.0143235,True,9459.0,303814,0,829208,623253,0,21489589,4318461,1215106.912142721,0,0,0,2997059,0,4921298,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Yamaha Jupiter MX,Baru,23395773.53536292,22566023.658566616,True,4250.0,1187567,4557939,1152118,799592,0,12804856,0,1216152.2826882317,14626876,3531847,0,0,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,iPhone 14 Pro Max,Bekas,20248875.87513108,23630816.357565615,True,3721.0,1140079,0,771946,1441846,3200183,8514784,3890689,746972.7413458747,0,2997153,0,0,2898370,2762100,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung perak sterling dengan liontin mutiara dan berlian,,1184096.523142943,2263861.8301015105,True,7194.0,1667398,600896,1290419,363450,3451058,24876696,1182765,1769325.4314505507,4580690,1809264,0,0,134979,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Honda CB 150R Streetfire,Baru,30298587.397394005,46431163.157228395,True,9687.0,518554,6813072,1485159,707871,0,17019974,4142506,1230042.7712940988,0,0,2232704,3303257,3226086,1311689,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Samsung Galaxy S23 Ultra,Bekas,19834113.786518693,25777509.657706425,True,,1831015,9239120,1250786,971960,7991447,31551000,0,1646171.0316439457,2214127,0,0,1206700,4592518,4793372,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 500 gram,,19834113.786518693,40519732.56947542,True,8707.0,617459,5348300,849849,1110752,8321096,7975394,2941608,463371.6247922735,936818,3218271,0,0,0,3084727,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,cincin,"Cincin tunangan berlian solitaire 0,25 karat",,7214263.506001664,12355285.378978105,True,6634.0,555834,0,1124380,371184,6493433,26364236,0,2335455.4831997356,0,40779,0,2119529,0,561639,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Acer Swift 5,Baru,12849383.60182197,37231742.80396275,True,3984.0,1320475,4784452,872934,941015,3778116,28825786,0,1732215.620010337,0,0,0,0,130567,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1057 m2 pinggiran kota Bekasi,,14843171952.0,32660825488.645477,False,3287.0,397598,0,750483,968479,0,31701884,0,2071965.2858629634,1264353,0,0,0,0,2733320,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,10500821.130544966,26759418.039813723,True,4553.0,815969,0,1195243,835366,0,32655959,0,2198615.7209034306,2253642,3944054,0,38851,1145327,2048236,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Honda HR-V,Baru,344800480.47237146,696337267.7117044,True,2764.0,1885683,0,958996,943157,7084230,33674439,4209504,2195787.39809544,0,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,"Anting-anting berlian 0,5 karat with emas kuning 22K",,13434513.572591975,34116775.963896535,True,7565.0,1673797,0,1362512,634802,2501628,21119655,0,1729932.3774070912,0,3226922,2154294,0,4682143,2169252,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Dell XPS 13 9320,Baru,19181032.811770335,34624907.07644872,True,6584.0,1376986,3154661,1439423,1431891,0,30310085,4479147,2686620.904330829,13739235,0,3764581,2750536,0,2299191,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 205 m2 Palembang,Bekas,722577880.0,1391986973.1082535,False,1822.0,1137816,0,1127083,956789,2901464,27133284,0,1748773.1487043104,17300974,2150060,1692057,0,0,1801660,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,13011564.381539978,8002748.271057718,True,8523.0,1259950,9867931,866210,1191455,0,33230566,3976575,2321154.9446973735,13887743,3421845,0,934631,4147587,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung perak sterling dengan liontin berlian tunggal,,812656.184901966,2348362.858763,True,2130.0,893063,0,764372,454075,7562859,21938829,2497241,1914027.8228998356,16296302,0,4189543,0,0,2871743,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin kawin emas kuning 14 karat,,3778750.2228210163,10324304.004964316,True,,1592541,0,1096982,1257503,0,27865848,0,2625021.800501704,12292899,30939,4906804,4682012,0,3713655,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1739 m2 pinggiran kota Depok,,23270037225.0,21240914842.275105,True,2600.0,470387,0,1089352,718362,8809381,16417816,0,1402330.8335839182,0,0,0,271440,0,3358023,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 208 m2 Bekasi,Baru,815803535.0,1999205633.9876266,True,2036.0,556567,0,1235048,1310380,4058128,16350659,0,921390.1631864114,0,3827361,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang mutiara multi dengan desain chevron,,7284822.684542315,11685358.251282398,True,4327.0,307697,759803,804779,363167,4151088,14314983,3620354,1076524.929945877,9401532,1050786,3586642,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung emas kuning 22 karat dengan liontin berbentuk hati,,6643066.915142523,12121904.496808205,False,5301.0,919422,3273220,1337353,1150906,0,26860531,0,1438242.6698942722,13536850,3778761,4423445,12262,641948,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Asus ZenBook 14X OLED,Baru,16099027.291528163,38664139.70138494,True,5434.0,312446,0,1170204,840217,9799520,28731323,2451372,2475727.8387749493,0,0,0,2215692,3020753,761954,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,952142.7103177173,1089597.2233344805,False,9714.0,899344,1578608,1475528,1348786,9605504,32517995,2196653,2936307.213739477,18755718,0,1218369,2717957,4750231,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,BMW Seri 3,Baru,1217116504.3158548,3152803344.929472,True,6514.0,1438489,3091126,1448977,675407,0,22575285,1245475,2237684.349320154,8577256,1127469,0,4643694,4531303,1083509,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Lenovo ThinkPad X1 Carbon Gen 10,Bekas,18492911.59993448,46506775.034602314,True,6726.0,1817009,2787151,771460,1072104,4265657,7794644,0,535125.0892958824,0,4869045,1521105,0,1578176,4941934,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 67 m2 Medan,Baru,765335714.0,2271319866.086962,True,8024.0,1790640,0,834306,769366,9029324,29656912,1293192,2348111.0219881604,11818857,4449104,0,0,328219,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Yamaha R15,Bekas,27119099.993501633,67857840.13316052,False,8736.0,223908,5325684,969645,571235,0,16109101,0,1536707.0762098825,3018660,161922,0,3286222,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 209 m2 Surabaya Timur,Bekas,1795824302.0,2796123286.2970467,True,8037.0,905643,587653,1439228,1060989,0,11575507,3816394,681909.2717356168,5441434,2177841,2444137,2570848,3372037,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1684 m2 pedesaan Depok Barat,,8803066216.0,11615198611.66943,True,,671547,0,1455834,458272,9682668,27528186,2822671,1581920.7639918518,19157493,4842853,4507933,2952972,2148368,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
