nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-01 04:00:39",1150,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-01 05:10:00",1790,"Status : Siaga 3"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-31 16:50:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-01 05:00:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-31 21:00:00",400,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-01 05:10:00",2910,"Status : Siaga 2"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-01 05:10:00",2880,"Status : Siaga 3"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-01 05:10:00",2670,"Status : Siaga 1"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-01 05:10:00",2190,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-31 23:30:00",1800,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-01 05:40:00",370,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-01 05:40:00",390,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-01 05:40:00",1770,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-01 05:40:00",9250,"Status : Siaga 2"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-01 03:14:15",1300,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-01 05:40:00",1150,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-01 05:40:00",6990,"Status : Siaga 1"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-01 05:50:00",1900,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-01 05:40:00",1710,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-01 05:40:00",-1410,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-01 05:40:00",1880,"Status : Siaga 3"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-01 04:00:39",1150,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-01 05:40:00",1860,"Status : Siaga 3"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-31 16:50:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-01 05:30:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-31 21:30:00",400,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-01 05:40:00",2910,"Status : Siaga 2"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-01 05:40:00",2900,"Status : Siaga 3"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-01 05:40:00",2650,"Status : Siaga 1"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-01 05:40:00",2210,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-31 23:30:00",1800,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-01 05:50:00",350,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-01 06:10:00",400,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-01 06:10:00",2020,"Status : Siaga 3"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-01 06:10:00",9340,"Status : Siaga 2"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-01 03:14:15",1300,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-01 06:10:00",1320,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-01 06:10:00",7150,"Status : Siaga 1"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-01 06:10:00",1960,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-01 06:10:00",1760,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-01 06:10:00",-1240,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-01 06:10:00",1990,"Status : Siaga 3"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-01 04:00:39",1150,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-01 06:00:00",1890,"Status : Siaga 3"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-31 16:50:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-01 06:00:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-31 22:00:00",400,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-01 06:10:00",2920,"Status : Siaga 2"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-01 06:10:00",2930,"Status : Siaga 3"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-01 06:10:00",2690,"Status : Siaga 1"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-01 06:10:00",2180,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-31 23:30:00",1800,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-01 05:50:00",350,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-01 06:40:00",450,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-01 06:40:00",2040,"Status : Siaga 3"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-01 06:40:00",9300,"Status : Siaga 2"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-01 03:14:15",1300,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-01 06:40:00",1300,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-01 06:20:00",7170,"Status : Siaga 1"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-01 06:40:00",1960,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-01 06:40:00",1740,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-01 06:40:00",-1460,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-01 06:40:00",2140,"Status : Siaga 3"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-01 04:00:39",1150,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-01 06:40:00",1910,"Status : Siaga 3"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-31 16:50:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-01 06:30:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-31 22:30:00",400,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-01 06:40:00",2910,"Status : Siaga 2"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-01 06:40:00",2940,"Status : Siaga 3"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-01 06:40:00",2700,"Status : Siaga 1"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-01 06:40:00",2210,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-31 23:30:00",1800,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-01 05:50:00",350,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-01 07:10:00",770,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-01 07:10:00",2070,"Status : Siaga 3"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-01 07:10:00",9310,"Status : Siaga 2"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-01 03:14:15",1300,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-01 07:10:00",1240,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-01 07:10:00",7290,"Status : Siaga 1"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-01 07:10:00",1990,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-01 07:10:00",1770,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-01 07:10:00",-1140,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-01 07:10:00",2370,"Status : Siaga 3"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-01 04:00:39",1150,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-01 07:10:00",1890,"Status : Siaga 3"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-31 16:50:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-01 07:00:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-31 23:00:00",400,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-01 07:10:00",2880,"Status : Siaga 2"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-01 07:10:00",2950,"Status : Siaga 3"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-01 07:10:00",2710,"Status : Siaga 1"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-01 07:10:00",2210,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-31 23:30:00",1800,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-01 05:50:00",350,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-01 07:40:00",1260,"Status : Siaga 3"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-01 07:40:00",2120,"Status : Siaga 3"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-01 07:40:00",9310,"Status : Siaga 2"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-01 03:14:15",1300,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-01 07:40:00",1080,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-01 07:30:00",7340,"Status : Siaga 1"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-01 07:40:00",2050,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-01 07:40:00",1860,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-01 07:40:00",-1180,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-01 07:40:00",2450,"Status : Siaga 3"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-01 04:00:39",1150,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-01 07:40:00",1850,"Status : Siaga 3"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-31 16:50:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-01 07:30:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-31 23:30:00",400,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-01 07:40:00",2810,"Status : Siaga 2"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-01 07:40:00",2960,"Status : Siaga 3"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-01 07:40:00",2730,"Status : Siaga 1"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-01 07:40:00",2310,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-31 23:30:00",1800,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-01 05:50:00",350,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-01 07:50:00",1300,"Status : Siaga 3"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-01 08:10:00",2340,"Status : Siaga 3"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-01 08:10:00",9340,"Status : Siaga 2"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-01 03:14:15",1300,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-01 08:10:00",1030,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-01 08:10:00",7330,"Status : Siaga 1"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-01 08:10:00",2070,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-01 08:10:00",1920,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-01 08:10:00",-1360,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-01 08:10:00",2730,"Status : Siaga 2"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-01 04:00:39",1150,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-01 07:50:00",1850,"Status : Siaga 3"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-31 16:50:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-01 08:00:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-31 23:50:00",400,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-01 08:10:00",2780,"Status : Siaga 2"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-01 08:10:00",2970,"Status : Siaga 3"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-01 08:10:00",2770,"Status : Siaga 1"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-01 08:10:00",2310,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-31 23:30:00",1800,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-01 08:40:00",1470,"Status : Siaga 3"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-01 07:50:00",1300,"Status : Siaga 3"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-01 08:40:00",2500,"Status : Siaga 3"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-01 08:40:00",9330,"Status : Siaga 2"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-01 03:14:15",1300,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-01 08:40:00",810,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-01 08:30:00",7340,"Status : Siaga 1"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-01 08:40:00",2100,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-01 08:40:00",1890,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-01 08:40:00",-1350,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-01 08:40:00",2930,"Status : Siaga 2"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-01 04:00:39",1150,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-01 08:30:00",1820,"Status : Siaga 3"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-31 16:50:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-01 08:30:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-01 00:20:00",400,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-01 08:40:00",2750,"Status : Siaga 2"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-01 08:40:00",3000,"Status : Siaga 2"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-01 08:40:00",2780,"Status : Siaga 1"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-01 08:40:00",2350,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-31 23:30:00",1800,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-01 09:10:00",1440,"Status : Siaga 3"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-01 09:10:00",1410,"Status : Siaga 3"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-01 09:10:00",2870,"Status : Siaga 2"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-01 09:10:00",9270,"Status : Siaga 2"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-01 03:14:15",1300,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-01 09:10:00",720,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-01 09:10:00",7260,"Status : Siaga 1"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-01 09:10:00",2110,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-01 09:10:00",1980,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-01 09:10:00",-1340,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-01 09:10:00",3000,"Status : Siaga 2"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-01 08:00:48",3200,"Status : Siaga 1"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-01 09:00:00",1760,"Status : Siaga 3"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-31 16:50:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-01 09:00:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-01 01:00:00",400,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-01 09:10:00",2700,"Status : Siaga 2"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-01 09:10:00",2970,"Status : Siaga 3"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-01 09:10:00",2780,"Status : Siaga 1"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-01 09:10:00",2370,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-31 23:30:00",1800,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-01 09:40:00",1590,"Status : Siaga 2"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-01 09:40:00",1400,"Status : Siaga 3"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-01 09:40:00",2890,"Status : Siaga 2"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-01 09:40:00",9190,"Status : Siaga 2"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-01 03:14:15",1300,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-01 09:40:00",570,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-01 09:40:00",7220,"Status : Siaga 1"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-01 09:40:00",2120,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-01 09:40:00",1940,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-01 09:40:00",-1330,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-01 09:40:00",3150,"Status : Siaga 2"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-01 08:00:48",3200,"Status : Siaga 1"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-01 09:40:00",1670,"Status : Siaga 3"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-31 16:50:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-01 09:30:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-01 01:30:00",400,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-01 09:40:00",2650,"Status : Siaga 3"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-01 09:40:00",3030,"Status : Siaga 2"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-01 09:40:00",2790,"Status : Siaga 1"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-01 09:40:00",2320,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-31 23:30:00",1800,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-01 10:00:00",1360,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-01 10:00:00",1390,"Status : Siaga 3"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-01 10:10:00",3130,"Status : Siaga 2"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-01 10:10:00",9110,"Status : Siaga 2"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-01 03:14:15",1300,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-01 10:10:00",480,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-01 10:10:00",7190,"Status : Siaga 1"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-01 10:10:00",2110,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-01 10:10:00",1960,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-01 10:10:00",-1150,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-01 10:10:00",3230,"Status : Siaga 2"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-01 08:00:48",3200,"Status : Siaga 1"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-01 10:00:00",1600,"Status : Siaga 3"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-31 16:50:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-01 10:00:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-01 02:00:00",400,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-01 10:10:00",2590,"Status : Siaga 3"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-01 10:10:00",3020,"Status : Siaga 2"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-01 10:10:00",2790,"Status : Siaga 1"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-01 10:10:00",2350,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-31 23:30:00",1800,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-01 10:40:00",1130,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-01 10:40:00",1300,"Status : Siaga 3"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-01 10:40:00",3840,"Status : Siaga 1"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-01 10:40:00",9070,"Status : Siaga 2"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-01 03:14:15",1300,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-01 10:40:00",540,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-01 10:10:00",7190,"Status : Siaga 1"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-01 10:40:00",2110,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-01 10:40:00",1920,"Status : Siaga 3"
