,lat,lon,depth,mag,remark,klasifikasi
54213,-8.43,109.2,25,3.8,15,gempa minor
54214,-8.48,111.83,127,3.7,15,gempa minor
54215,5.68,125.85,159,4.9,19,semoga bisa
54216,-2.82,119.39,10,2.7,40,gempa micro
54217,-2.76,140.74,32,3.3,21,gempa minor
54218,-9.54,118.46,10,4.2,43,gempa ringan
54219,-7.17,106.19,10,2.9,15,gempa micro
54220,-7.42,121.14,550,4.1,11,gempa ringan
54221,0.66,121.1,11,2.5,18,gempa micro
54222,-2.86,130.39,14,3.5,31,gempa minor
54223,-2.83,130.4,10,3.2,31,gempa minor
54224,-8.04,117.8,12,3.8,43,gempa minor
54225,-8.0,107.09,25,2.7,15,gempa micro
54226,-1.85,122.62,10,3.2,40,gempa minor
54227,-9.22,119.53,25,2.5,42,gempa micro
54228,2.19,126.66,21,3.2,26,gempa minor
54229,2.12,126.66,10,3.4,26,gempa minor
54230,2.25,126.68,10,4.0,26,gempa ringan
54231,-0.62,123.28,10,3.8,18,gempa minor
54232,3.36,126.47,14,3.0,45,gempa minor
54233,-4.73,123.93,83,4.0,4,gempa ringan
54234,4.24,96.91,10,3.9,27,semoga bisa
54235,3.67,126.82,39,4.1,45,gempa ringan
54236,-1.88,122.64,10,4.3,40,gempa ringan
54237,-6.15,130.36,191,5.1,4,gempa sedang
54238,0.69,120.16,10,3.5,18,gempa minor
54239,-8.19,119.99,196,3.9,10,semoga bisa
54240,-10.04,119.23,11,3.5,42,gempa minor
54241,-8.19,116.46,10,4.0,43,gempa ringan
54242,-8.11,116.45,10,3.8,43,gempa minor
54243,-8.94,124.03,10,3.6,47,gempa minor
54244,-9.87,123.98,10,2.8,47,gempa micro
54245,-2.11,122.52,10,2.8,40,gempa micro
54246,-2.87,130.4,10,3.2,31,gempa minor
54247,-2.02,122.52,10,2.6,40,gempa micro
54248,0.69,122.1,49,3.1,18,gempa minor
54249,-0.0,123.75,91,3.0,18,gempa minor
54250,-9.58,123.17,50,2.5,47,gempa micro
54251,3.26,127.0,10,2.6,45,gempa micro
54252,-9.72,119.73,13,3.4,42,gempa minor
54253,4.65,96.15,20,2.9,27,gempa micro
54254,-2.85,126.86,10,2.2,8,gempa micro
54255,0.76,97.38,15,3.0,27,gempa minor
54256,4.13,126.8,25,3.3,45,gempa minor
54257,-2.67,126.66,10,2.0,8,gempa micro
54258,-2.84,126.8,10,2.2,8,gempa micro
54259,-4.99,101.96,23,4.1,38,gempa ringan
54260,-2.74,126.85,10,4.7,8,gempa ringan
54261,2.82,128.28,178,3.8,12,gempa minor
54262,-2.48,120.19,10,2.6,40,gempa micro
54263,4.35,126.76,20,4.8,45,gempa ringan
54264,-1.22,99.19,10,3.6,38,gempa minor
54265,-1.87,122.57,19,3.2,40,gempa minor
54266,4.09,126.73,29,2.8,45,gempa micro
54267,-8.0,122.87,239,4.1,10,gempa ringan
54268,-2.53,127.08,23,2.5,8,gempa micro
54269,3.52,126.82,29,3.8,45,gempa minor
54270,-8.64,114.07,84,2.4,2,gempa micro
54271,2.43,124.58,289,3.9,7,semoga bisa
54272,-8.16,116.45,10,3.4,43,gempa minor
54273,3.51,126.85,23,3.2,45,gempa minor
54274,-8.76,116.78,31,2.9,43,gempa micro
54275,2.1,96.32,10,4.2,27,gempa ringan
54276,-0.09,123.07,106,3.8,18,gempa minor
54277,-7.03,129.82,190,4.6,4,gempa ringan
54278,-2.85,119.49,10,2.6,40,gempa micro
54279,-2.43,100.74,32,4.2,38,gempa ringan
54280,-1.93,139.68,10,2.7,21,gempa micro
54281,-1.73,139.7,10,3.1,21,gempa minor
54282,-1.89,139.74,10,2.4,21,gempa micro
54283,-1.9,122.52,10,3.0,40,gempa minor
54284,-5.33,129.98,195,4.2,4,gempa ringan
54285,-2.85,130.45,13,4.6,31,gempa ringan
54286,3.21,127.27,11,3.7,45,gempa minor
54287,-2.86,130.44,13,4.4,31,gempa ringan
54288,-8.86,112.49,34,2.9,15,gempa micro
54289,-8.91,112.48,46,5.0,15,gempa sedang
54290,-8.91,112.48,46,5.0,15,gempa sedang
54291,1.59,99.59,170,3.9,27,semoga bisa
54292,-2.68,129.53,30,3.7,31,gempa minor
54293,-2.75,129.52,38,3.9,31,semoga bisa
54294,-4.6,102.68,36,4.0,38,gempa ringan
54295,-1.99,122.48,33,4.6,40,gempa ringan
54296,-7.23,105.98,77,3.2,15,gempa minor
54297,1.77,126.24,15,4.7,26,gempa ringan
54298,4.61,125.55,158,4.4,45,gempa ringan
54299,3.18,127.69,63,4.7,45,gempa ringan
54300,-2.78,126.81,10,3.9,8,semoga bisa
54301,2.57,127.92,117,3.7,26,gempa minor
54302,-7.92,124.19,270,3.5,4,gempa minor
54303,-3.41,139.94,100,5.0,13,gempa sedang
54304,-3.41,139.94,100,5.0,13,gempa sedang
54305,-8.14,115.61,26,2.7,2,gempa micro
54306,-2.07,122.63,10,3.1,40,gempa minor
54307,-2.98,119.48,10,3.5,40,gempa minor
54308,2.49,128.26,175,4.1,12,gempa ringan
54309,-6.77,104.62,11,3.6,44,gempa minor
54310,2.5,128.47,226,4.3,12,gempa ringan
54311,0.25,127.12,111,4.7,12,gempa ringan
54312,1.56,126.61,15,3.8,26,gempa minor
54313,-3.12,135.69,27,4.0,14,gempa ringan
54314,-3.13,135.74,28,3.8,14,gempa minor
54315,-7.34,107.65,121,3.7,15,gempa minor
54316,-3.22,130.52,11,3.2,31,gempa minor
54317,-7.23,129.15,223,4.7,4,gempa ringan
54318,-3.35,128.86,10,2.6,31,gempa micro
54319,1.65,126.4,10,3.2,26,gempa minor
54320,-10.18,119.2,10,2.7,42,gempa micro
54321,-6.07,103.72,23,3.6,39,gempa minor
54322,0.98,97.93,10,2.8,27,gempa micro
54323,0.7,97.38,24,3.4,27,gempa minor
54324,-9.33,110.57,45,3.1,35,gempa minor
54325,-9.71,118.55,12,3.5,43,gempa minor
54326,-9.16,116.81,10,2.9,43,gempa micro
54327,-9.46,118.9,10,2.4,43,gempa micro
54328,0.21,97.26,29,2.7,27,gempa micro
54329,-2.95,129.93,19,2.6,31,gempa micro
54330,-2.84,129.97,23,2.8,31,gempa micro
54331,-2.83,129.98,19,3.2,31,gempa minor
54332,-2.76,129.98,22,5.1,31,gempa sedang
54333,5.41,126.37,10,3.8,19,gempa minor
54334,-9.56,118.2,10,3.0,43,gempa minor
54335,-4.16,119.97,13,1.8,40,gempa micro
54336,-10.1,119.21,13,2.5,42,gempa micro
54337,-0.6,121.75,10,2.3,18,gempa micro
54338,-7.44,126.68,359,3.9,4,semoga bisa
54339,-8.4,116.71,16,2.9,43,gempa micro
54340,0.87,98.22,12,2.7,27,gempa micro
54341,1.82,126.4,10,3.7,26,gempa minor
54342,-3.34,128.77,10,1.9,31,gempa micro
54343,-8.71,113.83,74,3.1,15,gempa minor
54344,-3.31,140.2,10,3.4,13,gempa minor
54345,-9.66,119.13,10,3.3,42,gempa minor
54346,-1.91,138.84,25,3.2,21,gempa minor
54347,1.13,121.36,10,2.8,18,gempa micro
54348,0.88,126.06,10,3.3,26,gempa minor
54349,0.87,98.25,10,3.6,27,gempa minor
54350,0.1,123.87,131,3.4,18,gempa minor
54351,-8.35,124.15,256,5.2,47,gempa sedang
54352,-9.51,119.19,20,2.7,42,gempa micro
54353,-1.82,128.9,70,4.2,12,gempa ringan
54354,-8.91,118.52,10,3.1,43,gempa minor
54355,-8.12,117.79,10,3.2,43,gempa minor
54356,-1.86,122.63,10,4.2,40,gempa ringan
54357,-3.04,140.11,23,3.5,13,gempa minor
54358,-9.59,108.56,10,3.7,35,gempa minor
54359,-2.23,127.5,17,3.3,8,gempa minor
54360,-10.07,108.08,10,3.7,35,gempa minor
54361,-9.62,108.52,22,5.6,35,gempa sedang
54362,-9.62,108.52,22,5.6,35,gempa sedang
54363,-8.71,116.4,10,3.4,43,gempa minor
54364,-6.66,112.51,10,3.4,15,gempa minor
54365,-2.2,122.77,19,2.7,40,gempa micro
54366,-1.53,140.3,10,4.3,14,gempa ringan
54367,1.01,122.32,10,2.8,18,gempa micro
54368,-2.87,119.53,10,3.6,40,gempa minor
54369,-2.93,119.56,10,3.8,40,gempa minor
54370,-10.65,120.19,12,2.9,42,gempa micro
54371,-2.04,122.73,14,2.9,40,gempa micro
54372,-7.96,106.98,29,2.8,15,gempa micro
54373,3.14,127.08,10,2.5,45,gempa micro
54374,3.22,127.09,14,2.5,45,gempa micro
54375,-7.1,106.52,10,2.1,15,gempa micro
54376,-0.59,121.59,10,3.8,18,gempa minor
54377,-0.5,121.82,10,3.2,18,gempa minor
54378,3.96,126.61,23,2.6,45,gempa micro
54379,-1.03,115.83,87,4.2,5,gempa ringan
54380,-1.03,115.83,87,4.2,5,gempa ringan
54381,4.22,126.62,21,3.3,45,gempa minor
54382,1.53,125.11,127,3.6,26,gempa minor
54383,-1.49,137.11,10,4.7,21,gempa ringan
54384,-1.49,137.11,10,4.7,21,gempa ringan
54385,-9.66,119.13,10,4.4,42,gempa ringan
54386,-1.95,122.56,10,2.4,40,gempa micro
54387,-9.74,119.06,10,4.5,42,gempa ringan
54388,-8.19,126.16,114,4.2,47,gempa ringan
54389,-10.3,119.21,10,4.8,42,gempa ringan
54390,-10.3,119.21,10,4.8,42,gempa ringan
54391,-2.88,122.88,10,3.6,40,gempa minor
54392,-2.08,122.82,10,2.9,40,gempa micro
54393,-8.79,112.96,102,3.3,15,gempa minor
54394,-8.6,118.34,114,4.0,43,gempa ringan
54395,-0.56,121.83,10,2.9,18,gempa micro
54396,-3.04,128.79,10,2.8,31,gempa micro
54397,-9.98,118.94,16,3.3,43,gempa minor
54398,-1.56,120.1,10,3.3,40,gempa minor
54399,-2.77,130.03,17,3.6,31,gempa minor
54400,-3.31,127.34,34,4.0,31,gempa ringan
54401,1.62,126.55,32,3.8,26,gempa minor
54402,-9.73,120.56,51,3.8,42,gempa minor
54403,2.1,126.73,11,2.7,26,gempa micro
54404,2.32,126.84,20,3.1,26,gempa minor
54405,2.31,126.78,38,4.1,26,gempa ringan
54406,1.78,121.54,10,3.6,18,gempa minor
54407,-3.12,119.51,10,2.4,40,gempa micro
54408,3.46,125.95,72,3.2,45,gempa minor
54409,-10.09,119.87,10,3.3,42,gempa minor
54410,-7.21,128.3,232,4.4,4,gempa ringan
54411,1.84,127.19,32,3.1,12,gempa minor
54412,-1.73,122.48,10,2.8,40,gempa micro
54413,-1.89,122.51,10,3.2,40,gempa minor
54414,3.1,122.87,537,4.3,7,gempa ringan
54415,-9.55,115.64,54,2.9,34,gempa micro
54416,-5.68,102.09,13,3.7,38,gempa minor
54417,-8.76,124.07,10,3.0,47,gempa minor
54418,-5.36,102.69,10,3.3,38,gempa minor
54419,4.08,123.2,554,4.4,7,gempa ringan
54420,2.42,128.26,28,4.2,12,gempa ringan
54421,3.43,126.51,10,3.1,45,gempa minor
54422,3.09,127.12,11,3.3,45,gempa minor
54423,0.49,127.76,17,3.5,12,gempa minor
54424,3.08,127.04,26,3.1,45,gempa minor
54425,-9.44,113.88,10,3.2,35,gempa minor
54426,-10.24,117.24,14,3.4,36,gempa minor
54427,-0.69,121.67,10,3.7,18,gempa minor
54428,-3.43,140.16,10,2.9,13,gempa micro
54429,-1.22,120.84,10,3.6,40,gempa minor
54430,3.92,96.22,80,3.9,27,semoga bisa
54431,-3.0,126.34,10,4.4,8,gempa ringan
54432,-6.04,105.23,10,3.3,44,gempa minor
54433,-9.16,123.84,87,3.6,47,gempa minor
54434,-9.53,116.64,61,3.4,43,gempa minor
54435,1.03,122.17,58,5.0,18,gempa sedang
54436,1.03,122.17,58,5.0,18,gempa sedang
54437,1.72,98.93,109,3.0,27,gempa minor
54438,0.23,97.22,19,3.8,27,gempa minor
54439,-5.12,118.25,10,3.3,40,gempa minor
54440,0.49,98.12,22,4.0,27,gempa ringan
54441,-7.28,105.12,26,3.7,15,gempa minor
54442,2.54,126.06,33,3.3,26,gempa minor
54443,-9.79,119.18,21,2.6,42,gempa micro
54444,2.29,124.69,250,3.7,7,gempa minor
54445,-8.0,117.29,29,3.1,3,gempa minor
54446,-9.41,122.1,10,2.6,30,gempa micro
54447,-2.27,138.62,27,4.1,13,gempa ringan
54448,-10.19,120.28,18,3.0,42,gempa minor
54449,-10.28,120.28,15,2.8,42,gempa micro
54450,-7.79,127.48,187,4.6,4,gempa ringan
54451,-9.53,119.47,54,3.4,42,gempa minor
54452,-3.0,119.47,10,4.0,40,gempa ringan
54453,-3.0,119.47,10,4.0,40,gempa ringan
54454,-8.96,124.27,105,4.2,47,gempa ringan
54455,-5.38,104.0,10,2.9,38,gempa micro
54456,-8.55,116.31,14,2.3,43,gempa micro
54457,0.31,97.24,34,3.0,27,gempa minor
54458,-4.41,129.75,16,3.7,4,gempa minor
54459,3.27,127.05,15,3.5,45,gempa minor
54460,-8.78,110.94,28,3.5,15,gempa minor
54461,4.24,126.71,19,3.8,45,gempa minor
54462,-0.26,123.03,63,3.0,18,gempa minor
54463,0.49,121.92,103,2.7,18,gempa micro
54464,-10.31,108.52,10,4.5,35,gempa ringan
54465,-10.31,108.52,10,4.5,35,gempa ringan
54466,2.76,127.09,10,4.0,26,gempa ringan
54467,-1.66,122.19,19,2.3,40,gempa micro
54468,-7.55,128.71,160,4.4,4,gempa ringan
54469,4.34,126.93,32,4.9,45,semoga bisa
54470,-2.03,122.44,10,2.6,40,gempa micro
54471,-9.62,121.83,10,4.2,30,gempa ringan
54472,-0.61,121.71,10,2.8,18,gempa micro
54473,-8.91,124.08,10,3.4,47,gempa minor
54474,-5.7,103.87,80,4.5,38,gempa ringan
54475,-9.49,113.96,10,4.2,35,gempa ringan
54476,4.75,127.48,83,4.3,45,gempa ringan
54477,-8.95,113.58,10,3.1,15,gempa minor
54478,-9.33,120.37,60,3.1,42,gempa minor
54479,3.95,126.39,22,3.6,45,gempa minor
54480,-6.77,110.85,10,4.1,15,gempa ringan
54481,-6.77,110.85,10,4.1,15,gempa ringan
54482,-4.43,134.41,32,4.2,14,gempa ringan
54483,-1.99,122.5,10,3.4,40,gempa minor
54484,3.93,126.65,34,2.9,45,gempa micro
54485,-3.64,139.55,28,4.0,13,gempa ringan
54486,-8.32,116.16,10,3.4,43,gempa minor
54487,-7.31,129.16,191,4.8,4,gempa ringan
54488,-7.31,129.16,191,4.8,4,gempa ringan
54489,-9.43,115.21,30,3.4,34,gempa minor
54490,-8.85,116.23,81,2.4,43,gempa micro
54491,-5.35,131.33,23,4.5,4,gempa ringan
54492,-9.48,125.21,14,3.6,47,gempa minor
54493,0.15,123.26,168,3.0,18,gempa minor
54494,-3.21,139.32,10,3.7,13,gempa minor
54495,-1.92,122.54,10,2.6,40,gempa micro
54496,-9.65,119.88,31,2.9,42,gempa micro
54497,2.62,126.69,23,4.4,26,gempa ringan
54498,1.72,127.33,78,3.6,12,gempa minor
54499,-2.34,120.86,10,3.2,40,gempa minor
54500,1.95,127.15,32,3.5,12,gempa minor
54501,2.13,128.52,10,3.6,12,gempa minor
54502,-2.02,138.57,18,4.5,13,gempa ringan
54503,1.6,127.28,82,4.6,12,gempa ringan
54504,1.28,98.9,89,4.5,27,gempa ringan
54505,-8.27,113.42,170,4.3,15,gempa ringan
54506,-8.28,116.01,10,3.6,43,gempa minor
54507,3.19,127.09,24,3.1,45,gempa minor
54508,3.56,126.94,10,3.2,45,gempa minor
54509,-9.85,115.86,10,3.4,34,gempa minor
54510,3.15,127.08,65,3.2,45,gempa minor
54511,-0.48,99.11,47,4.6,38,gempa ringan
54512,-8.07,107.27,21,3.6,15,gempa minor
54513,-2.34,120.51,10,3.0,40,gempa minor
54514,-0.26,132.65,127,2.7,14,gempa micro
54515,-6.64,127.54,404,4.5,4,gempa ringan
54516,0.27,121.84,181,2.4,18,gempa micro
54517,-3.98,136.37,10,3.4,13,gempa minor
54518,2.8,125.53,21,3.7,45,gempa minor
54519,1.88,127.43,109,3.6,12,gempa minor
54520,-1.87,122.55,10,3.1,40,gempa minor
54521,-10.57,113.42,21,4.3,35,gempa ringan
54522,-8.59,119.11,30,2.9,10,gempa micro
54523,-8.24,119.92,153,3.3,10,gempa minor
54524,-9.65,119.44,43,2.6,42,gempa micro
54525,-2.48,101.8,140,4.3,38,gempa ringan
54526,-0.61,119.84,10,2.8,18,gempa micro
54527,-2.83,119.39,10,2.4,40,gempa micro
54528,-9.54,119.15,10,2.9,42,gempa micro
54529,-5.97,104.09,10,3.7,38,gempa minor
54530,-8.85,119.27,16,2.7,10,gempa micro
54531,-1.59,120.15,10,2.9,40,gempa micro
54532,-1.88,122.68,19,3.7,40,gempa minor
54533,1.21,121.83,10,4.3,18,gempa ringan
54534,2.19,127.05,18,2.8,26,gempa micro
54535,-7.6,108.43,183,3.4,15,gempa minor
54536,3.28,122.08,579,4.6,7,gempa ringan
54537,1.76,125.86,14,3.9,26,semoga bisa
54538,-1.36,120.21,10,3.2,40,gempa minor
54539,-1.18,119.9,32,3.1,40,gempa minor
54540,-6.38,129.16,18,5.0,4,gempa sedang
54541,1.14,97.06,13,4.1,27,gempa ringan
54542,-2.7,129.79,42,4.1,31,gempa ringan
54543,0.44,126.08,16,3.6,26,gempa minor
54544,0.91,98.21,10,2.7,27,gempa micro
54545,-9.78,111.62,13,3.9,35,semoga bisa
54546,2.41,126.92,22,3.2,26,gempa minor
54547,-7.78,119.09,10,3.3,11,gempa minor
54548,-3.69,101.7,24,3.4,38,gempa minor
54549,-7.83,114.23,10,2.9,3,gempa micro
54550,0.44,121.32,88,2.8,18,gempa micro
54551,-9.09,109.81,57,3.0,35,gempa minor
54552,-1.98,122.49,10,2.7,40,gempa micro
54553,1.44,99.37,10,3.7,27,gempa minor
54554,-4.34,120.06,13,2.4,40,gempa micro
54555,5.8,126.67,15,4.1,19,gempa ringan
54556,-10.76,124.61,55,4.2,47,gempa ringan
54557,-8.48,118.36,108,3.4,43,gempa minor
54558,-0.83,122.07,10,2.4,18,gempa micro
54559,-10.33,123.6,10,3.2,47,gempa minor
54560,-9.09,112.47,12,3.2,35,gempa minor
54561,2.07,128.35,15,4.6,12,gempa ringan
54562,-9.91,118.74,13,2.9,43,gempa micro
54563,-8.57,116.0,10,2.9,43,gempa micro
54564,-2.89,119.41,10,2.6,40,gempa micro
54565,-2.92,119.42,10,2.3,40,gempa micro
54566,4.82,96.12,10,2.6,27,gempa micro
54567,-8.15,107.25,23,3.6,15,gempa minor
54568,-8.25,114.87,10,2.5,2,gempa micro
54569,3.61,96.89,38,3.1,27,gempa minor
54570,-2.11,137.46,14,3.1,13,gempa minor
54571,0.32,129.68,27,3.1,12,gempa minor
54572,-8.91,116.84,31,2.3,43,gempa micro
54573,0.28,125.41,10,4.8,26,gempa ringan
54574,-2.9,119.43,10,2.9,40,gempa micro
54575,-2.25,120.89,10,3.7,40,gempa minor
54576,-1.77,135.72,12,4.4,14,gempa ringan
54577,-1.9,120.53,10,3.3,40,gempa minor
54578,-9.59,118.97,10,3.4,43,gempa minor
54579,-4.37,139.17,53,4.8,13,gempa ringan
54580,-4.37,139.17,53,4.8,13,gempa ringan
54581,-1.9,122.58,18,2.8,40,gempa micro
54582,-3.28,140.97,12,4.8,13,gempa ringan
54583,-3.28,140.97,12,4.8,13,gempa ringan
54584,-0.33,123.01,10,2.8,18,gempa micro
54585,-1.89,122.53,10,2.9,40,gempa micro
54586,4.27,96.93,10,3.4,27,gempa minor
54587,-1.72,122.43,10,3.9,40,semoga bisa
54588,-3.33,128.61,60,3.2,31,gempa minor
54589,-2.01,122.61,17,3.3,40,gempa minor
54590,-7.61,108.01,37,3.3,15,gempa minor
54591,-8.82,118.5,88,3.7,43,gempa minor
54592,-3.03,119.47,17,3.4,40,gempa minor
54593,-0.17,121.21,29,2.1,18,gempa micro
54594,-3.82,136.05,10,3.9,13,semoga bisa
54595,-7.67,106.25,57,3.4,15,gempa minor
54596,-7.15,127.5,233,4.4,4,gempa ringan
54597,0.85,121.18,10,2.6,18,gempa micro
54598,-3.69,128.68,10,3.1,31,gempa minor
54599,-9.0,124.13,10,2.5,47,gempa micro
54600,4.62,127.49,128,3.1,45,gempa minor
54601,0.27,121.97,166,4.1,18,gempa ringan
54602,-8.22,117.58,25,3.1,43,gempa minor
54603,-3.91,136.69,165,3.8,13,gempa minor
54604,-2.81,140.07,37,2.8,21,gempa micro
54605,-8.23,116.62,10,4.0,43,gempa ringan
54606,-2.53,140.72,10,2.9,21,gempa micro
54607,1.69,126.25,10,3.5,26,gempa minor
54608,-9.25,118.98,10,4.3,43,gempa ringan
54609,-8.68,122.53,105,3.1,10,gempa minor
54610,-7.55,128.62,152,4.9,4,semoga bisa
54611,-1.98,122.54,26,3.7,40,gempa minor
54612,-4.36,129.13,13,3.4,4,gempa minor
54613,2.23,128.15,149,3.9,12,semoga bisa
54614,-2.13,122.55,10,2.5,40,gempa micro
54615,-9.25,120.69,71,2.5,42,gempa micro
54616,0.56,123.63,221,3.4,18,gempa minor
54617,-4.0,140.27,10,2.9,13,gempa micro
54618,-8.64,108.6,54,4.6,15,gempa ringan
54619,-8.64,108.6,54,4.6,15,gempa ringan
54620,-8.97,119.64,10,3.2,10,gempa minor
54621,1.8,99.29,10,2.8,27,gempa micro
54622,-10.47,116.43,22,3.2,36,gempa minor
54623,-1.9,140.11,10,2.5,14,gempa micro
54624,-10.49,120.26,23,4.0,42,gempa ringan
54625,-3.78,101.44,50,4.2,38,gempa ringan
54626,2.19,128.23,207,4.0,12,gempa ringan
54627,-10.38,115.71,30,4.0,34,gempa ringan
54628,-4.82,101.37,84,4.4,38,gempa ringan
54629,-5.03,100.89,19,4.7,39,gempa ringan
54630,-9.73,115.94,10,3.6,34,gempa minor
54631,-7.27,129.61,195,5.1,4,gempa sedang
54632,2.14,128.25,60,5.1,12,gempa sedang
54633,1.31,98.53,21,2.9,27,gempa micro
54634,2.08,128.27,58,3.9,12,semoga bisa
54635,-7.6,105.9,10,3.6,15,gempa minor
54636,4.82,127.01,69,4.0,45,gempa ringan
54637,-5.21,129.3,236,4.9,4,semoga bisa
54638,0.5,119.74,19,3.4,18,gempa minor
54639,2.77,128.28,20,4.3,12,gempa ringan
54640,-3.54,139.73,15,4.2,13,gempa ringan
54641,-3.85,136.13,56,3.6,13,gempa minor
54642,1.9,127.42,125,3.2,12,gempa minor
54643,-8.64,123.73,99,3.3,10,gempa minor
54644,-2.09,139.13,10,3.3,21,gempa minor
54645,-9.19,119.39,33,2.9,42,gempa micro
54646,2.41,127.24,67,3.7,26,gempa minor
54647,-3.07,140.75,11,4.7,13,gempa ringan
54648,0.54,98.99,30,3.0,27,gempa minor
54649,-8.53,123.54,74,3.2,10,gempa minor
54650,-0.91,131.33,37,3.5,14,gempa minor
54651,-1.86,122.47,19,3.3,40,gempa minor
54652,-2.8,127.89,45,3.7,8,gempa minor
54653,-9.6,117.24,11,3.4,43,gempa minor
54654,-2.03,122.45,10,3.0,40,gempa minor
54655,-9.52,114.58,66,3.8,34,gempa minor
54656,-6.61,104.12,10,4.1,44,gempa ringan
54657,-1.28,120.36,10,3.2,40,gempa minor
54658,-10.94,118.09,10,4.0,36,gempa ringan
54659,0.99,121.27,10,2.2,18,gempa micro
54660,-0.19,123.23,98,3.3,18,gempa minor
54661,-9.98,119.25,17,2.9,42,gempa micro
54662,-2.26,121.01,10,3.7,40,gempa minor
54663,-8.37,112.86,127,3.3,15,gempa minor
54664,-2.04,122.59,10,4.3,40,gempa ringan
54665,3.65,129.23,129,4.2,25,gempa ringan
54666,0.35,122.13,159,4.2,18,gempa ringan
54667,-9.65,119.11,10,4.1,42,gempa ringan
54668,0.76,123.58,69,3.3,18,gempa minor
54669,-8.36,116.57,12,3.3,43,gempa minor
54670,-2.9,119.6,12,2.5,40,gempa micro
54671,-3.08,119.5,13,3.1,40,gempa minor
54672,-3.61,127.3,10,3.5,31,gempa minor
54673,-8.88,107.99,10,4.1,15,gempa ringan
54674,-7.78,127.67,185,4.9,4,semoga bisa
54675,0.09,119.7,10,4.4,18,gempa ringan
54676,0.9,121.58,10,4.1,18,gempa ringan
54677,-4.08,121.65,10,3.6,40,gempa minor
54678,-2.89,126.24,10,3.9,8,semoga bisa
54679,1.13,96.98,15,4.7,28,gempa ringan
54680,-6.07,122.42,10,4.7,11,gempa ringan
54681,-1.37,124.25,15,4.5,37,gempa ringan
54682,-3.0,138.11,174,3.6,13,gempa minor
54683,-0.55,129.71,25,3.7,12,gempa minor
54684,-7.28,117.51,576,5.3,3,gempa sedang
54685,-7.28,117.51,576,5.3,3,gempa sedang
54686,-0.45,120.05,10,3.1,18,gempa minor
54687,0.96,121.11,17,2.6,18,gempa micro
54688,-2.49,101.85,182,4.3,38,gempa ringan
54689,5.59,97.0,13,3.6,27,gempa minor
54690,-2.01,122.5,11,3.5,40,gempa minor
54691,4.54,96.75,10,3.0,27,gempa minor
54692,1.86,127.28,66,3.6,12,gempa minor
54693,-7.7,111.48,10,2.7,15,gempa micro
54694,0.78,120.14,10,4.0,18,gempa ringan
54695,1.37,99.74,160,3.7,27,gempa minor
54696,-0.58,122.44,10,3.5,18,gempa minor
54697,-2.41,138.91,61,4.1,13,gempa ringan
54698,2.64,128.75,10,3.6,12,gempa minor
54699,2.93,127.77,10,3.0,26,gempa minor
54700,-10.5,120.16,12,4.1,42,gempa ringan
54701,-2.47,122.64,12,3.7,40,gempa minor
54702,-1.81,122.56,17,4.3,40,gempa ringan
54703,-1.81,122.56,17,4.3,40,gempa ringan
54704,-2.96,122.42,10,3.9,40,semoga bisa
54705,1.39,125.83,10,3.1,26,gempa minor
54706,-9.57,118.06,10,3.7,43,gempa minor
54707,-9.57,118.02,10,3.8,43,gempa minor
54708,-8.91,123.99,77,2.9,10,gempa micro
54709,4.39,126.31,97,4.3,45,gempa ringan
54710,-0.45,100.42,10,3.1,38,gempa minor
54711,1.3,121.35,10,3.2,18,gempa minor
54712,-8.21,116.34,10,2.6,43,gempa micro
54713,-9.26,107.62,10,4.2,35,gempa ringan
54714,-2.91,140.82,10,3.1,21,gempa minor
54715,-3.9,128.94,10,2.8,31,gempa micro
54716,-1.35,120.33,10,2.9,40,gempa micro
54717,-1.29,120.4,10,3.4,40,gempa minor
54718,-1.31,120.37,20,2.8,40,gempa micro
54719,-2.15,122.51,10,3.3,40,gempa minor
54720,-0.53,121.81,10,3.2,18,gempa minor
54721,-3.04,119.48,10,3.0,40,gempa minor
54722,-1.08,126.91,10,4.4,37,gempa ringan
54723,-9.72,120.41,32,3.5,42,gempa minor
54724,-0.51,119.79,10,3.3,18,gempa minor
54725,-0.29,122.88,83,3.3,18,gempa minor
54726,-10.38,120.2,15,3.2,42,gempa minor
54727,-1.88,122.67,11,3.2,40,gempa minor
54728,5.97,126.63,65,4.5,19,gempa ringan
54729,5.94,126.69,11,4.7,19,gempa ringan
54730,-1.94,122.67,16,4.2,40,gempa ringan
54731,-8.26,107.82,10,3.3,15,gempa minor
54732,-8.21,107.86,14,3.4,15,gempa minor
54733,-1.48,99.66,22,3.9,38,semoga bisa
54734,-9.92,119.08,16,3.3,42,gempa minor
54735,-8.49,119.75,172,4.8,10,gempa ringan
54736,-7.77,107.86,70,4.3,15,gempa ringan
54737,-3.51,137.74,10,3.9,13,semoga bisa
54738,-9.84,119.19,17,3.7,42,gempa minor
54739,-1.78,122.44,10,2.5,40,gempa micro
54740,0.53,98.44,43,5.3,27,gempa sedang
54741,0.53,98.44,43,5.3,27,gempa sedang
54742,-9.02,118.67,10,2.7,43,gempa micro
54743,-7.45,106.06,30,3.0,15,gempa minor
54744,-0.35,122.12,17,2.7,18,gempa micro
54745,1.59,126.67,10,4.3,26,gempa ringan
54746,0.28,97.98,13,4.5,27,gempa ringan
54747,-6.78,105.61,10,3.4,44,gempa minor
54748,-8.34,116.05,30,2.8,43,gempa micro
