nama_barang,Body,Cat,Kaca,Ban,Mesin,Transmisi,Suspensi,Rem,Layar,Kerangka,Remote control,Aksesoris,Tombol,Port,Kamera,Baterai,Lensa,Viewfinder,Keyboard,Mouse,Strap,Konektor,Kabel,AC,Audio,Power window,Power steering,Airbag,ABS,EBD,ESP,Resolusi,Ukuran layar,HDR,Dolby Vision,HDMI 2.1,Wi-Fi,Bluetooth,Smart TV,Touchscreen,Pen,Webcam,Mikrofon,Speaker,Port,Kursi,Dashboard,Doortrim,Karpet,Lampu interior,Kontras,Kejernihan,Warna,Kecepatan refresh rate,Kejernihan,Kekuatan,Bass,Treble,Sensor,Fitur,Frame rate,Stabilitas,Sistem operasi,Prosesor,RAM,Penyimpanan,Konektivitas,Kartu Grafis,Warna gambar,Warna video,Total Skor,Persentase Skor,Besar pinjaman,Golongan,Keterangan,harga_pasar,taksiran,uang_pinjaman
mobil,Baik,Baik,Baik,Kurang,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Sangat Kurang,Baik,Sangat Kurang,Cukup,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Kurang,Sangat Kurang,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,70,83.33333333333334,34361079,D,bekas,227861252,18988437666.666668,17659247030.000004
TV,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Cukup,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Baik,Baik,Kurang,Sangat Kurang,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,38,86.36363636363636,68261323,D,baru,361531060,31223137000.0,29037517410.0
mobil,Kurang,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,78,97.5,72246223,D,bekas,778402619,75894255352.5,70581657477.825
Komputer/Laptop,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Sangat Kurang,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,49,94.23076923076923,29628529,D,bekas,9035211,851394882.6923077,791797240.9038463
Komputer/Laptop,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,52,100.0,68453899,D,bekas,6492188,649218800.0,603773484.0
HP,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,44,100.0,26771567,D,baru,39587116,3958711600.0,3681601788.0
Elektrik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,12,100.0,662954,B1-B3,bekas,4331003,433100300.0,402783279.0
Komputer/Laptop,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Baik,Cukup,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Kurang,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,53,94.64285714285714,87748455,D,bekas,8633395,817089169.6428571,759892927.7678571
Alroji,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Sangat Kurang,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,17,85.0,72720694,D,baru,6195134,526586390.0,489725342.70000005
mobil,Baik,Baik,Baik,Baik,Baik,Sangat Kurang,Baik,Cukup,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Sangat Kurang,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,77,91.66666666666666,33113141,D,bekas,651544127,59724878308.33333,55544136826.75
Kamera,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Sangat Kurang,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,49,94.23076923076923,20585185,D,bekas,43373459,4087114405.7692304,3801016397.3653846
TV,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,44,100.0,30943390,D,bekas,27792501,2779250100.0,2584702593.0
Elektrik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,12,100.0,58538674,D,baru,13301320,1330132000.0,1237022760.0
motor,Baik,Baik,Baik,Baik,Cukup,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,31,96.875,31352878,D,baru,148901671,14424849378.125,13415109921.65625
Kamera,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Sangat Kurang,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,53,94.64285714285714,98581860,D,baru,391080250,37012952232.14285,34422045575.89285
HP,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Sangat Kurang,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,41,93.18181818181817,46965925,D,baru,37796059,3521905497.7272725,3275372112.8863635
Kamera,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Kurang,54,96.42857142857143,81285002,D,baru,476697080,45967218428.57143,42749513138.57143
mobil,Baik,Baik,Baik,Baik,Kurang,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Kurang,Baik,Cukup,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,79,94.04761904761905,3722812,B1-B3,bekas,724203165,68109583375.0,63341912538.75
mobil,Cukup,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Cukup,Baik,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Kurang,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,80,95.23809523809523,58901125,D,bekas,535064296,50958504380.95238,47391409074.28571
Elektronik rumah,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Sangat Kurang,Bukan kriteria,Bukan kriteria,Cukup,Cukup,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Sangat Kurang,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,12,60.0,26335865,D,baru,24852754,1491165240.0,1386783673.2
Kamera,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,56,100.0,22432752,D,bekas,58959758,5895975800.0,5483257494.0
TV,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Sangat Kurang,Baik,Baik,Baik,Baik,Cukup,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,44,91.66666666666666,78354115,D,baru,487734623,44709007108.33333,41579376610.75
