collateral_auction_type,collateral_name,collateral_specification,collateral_info,collateral_market_price,invoice_auction_price,invoice_ttd,invoice_num,mrent_price,cc_bill,food_cost,trans_cost,employee_installment_loan,monthly_income,Bonus_income,salary_reduction,add_income,dependents_1,dependents_2,dependents_3,dependents_4,dependents_5,coworker_report,fraud
Perhiasan,kalung,Gelang perak sterling dengan liontin mutiara dan berlian,,1040558.5824503163,2914623.7479841555,True,1895.0,1883787,0,839426,943314,9626545,15856768,2458997,919803.8953336078,0,3556570,0,663997,4952323,1075710,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,Asus ZenBook 14X OLED,Baru,15070786.177995604,44065261.82368356,True,,283807,0,1056013,1468963,6184731,11802810,0,725943.8847514841,5599355,0,0,4941179,3061623,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4616 m2 pedesaan Mojokerto,,20525874880.0,41173900110.678986,False,6916.0,952130,6466026,968598,981809,2948199,6356526,3725554,593811.4198186242,0,0,1917545,0,0,0,6,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 10 gram,,20525874880.0,15596503257.548716,True,1027.0,871167,3396877,1331371,857980,3402301,21909395,1765270,1767185.6192263274,0,0,0,2216586,2334369,4328718,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,789990.6722085781,1876366.2126301744,True,4686.0,377269,2716732,1455251,1073597,0,27004979,2433707,2425737.8023183257,0,0,0,0,0,694602,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Yamaha Vixion,Bekas,20825782.892226018,44272933.61195524,True,6482.0,1922488,0,1305240,1136545,0,10082340,1927415,982921.5979634984,0,1875210,0,418621,3371795,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 144 m2 Semarang,Baru,1466797106.0,1493502864.1302261,True,,965965,9446613,1228642,1301756,0,18441743,0,1517627.6184854757,17238557,3329236,730581,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung mutiara multi dengan desain chevron,,13258620.24493222,16192154.00177611,True,8556.0,1678115,7962980,1378033,365010,6984202,13934481,3638333,1122861.9887162081,6917041,1400250,0,4155524,0,4724743,4,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung mutiara multi dengan emas putih 18 karat,,11972868.573754666,14085988.022841351,True,7752.0,847357,0,1487678,735251,0,21613431,0,1759659.2134066704,16449849,0,2951682,4865805,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Honda Supra X 125,Bekas,12174538.546515267,20896590.526932094,True,,379206,4783945,910825,1385805,7887703,34869332,3051398,1994638.4860083912,19134635,0,0,0,2201717,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 25 gram,,12174538.546515267,35826289.35406124,True,1281.0,898152,3905696,1107901,643535,0,6191726,0,544127.0425187624,4885186,3746900,2857394,0,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 272 m2 Mojokerto,Bekas,556909135.0,1102270002.557704,True,9083.0,1010878,5867569,1440753,842569,9731113,8041983,1724660,682755.9645477964,0,374259,2912472,0,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,Asus ZenBook 14X OLED,Baru,18335425.69852932,48295891.30892156,True,6282.0,325062,746732,1338171,586404,7562629,29561154,1261422,2775229.0745328325,0,2713419,0,0,0,14416,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4803 m2 pinggiran kota Tangerang,,48128120487.0,125679680901.0932,True,6018.0,743843,0,1041112,565999,2501463,9910574,1415945,943335.9075465989,0,0,355447,4010889,0,3687064,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,761201.9519991634,1471212.4174163104,True,,830161,0,1000127,679673,2766303,18326030,1301097,1434178.7700942825,0,0,0,1875246,3784787,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Suzuki GSX-R 150,Bekas,25315855.11976703,32038623.01022817,False,8623.0,290303,1328453,777564,1204913,0,8009085,0,405375.67505641835,16601822,2169296,1859134,0,0,1156050,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Suzuki GSX-R 150,Bekas,24733491.773034725,47052137.12778888,True,3351.0,1350400,0,1078618,1053294,5706670,10037737,3512771,771122.9353536986,3736100,2191184,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 95 m2 Depok Timur,Bekas,910566199.0,1143664574.9275072,True,2210.0,1982894,9358685,1384578,827246,0,16083679,4287457,1307884.214170402,0,0,4503579,969846,2030003,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin kawin emas putih 14 karat dengan desain jalinan,,5321530.725044342,12126308.012696618,True,8372.0,1180933,2340961,964778,1107257,0,15471545,0,951293.459718403,0,0,1650717,3245405,4958141,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata biru,,749422.1476073256,1561644.0866563623,True,3323.0,258788,3852992,1322458,1432151,0,6188952,2129262,404241.378828352,0,0,0,0,0,924046,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Huawei P50 Pro,Baru,18162473.049456704,49716939.06524671,True,5953.0,799996,1303097,1090228,785627,3996870,12060058,0,789565.6944290295,0,4555008,0,783443,226637,1048033,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 294 m2 Makassar,Baru,1036146946.0,806063763.1513593,True,4484.0,1512814,3667064,1389302,753720,4045516,7015388,2690170,403099.28892631934,17959633,0,0,0,497184,4265751,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1074 m2 perkotaan Makassar,,11554297134.0,22273494986.329258,True,8579.0,280349,0,1178806,844381,4061488,10644232,2112356,552606.4441745557,0,1529824,2854594,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Honda CRF 150L,Bekas,26160902.68523259,29033386.24526597,True,8301.0,1480978,0,1041012,1086261,8744928,31332724,0,2580689.4417851334,12438832,0,0,0,596918,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,2015 m2 pedesaan Tangerang Selatan,,8246891250.0,22662898305.681774,True,2089.0,1869122,0,1173428,916311,0,24843389,0,2342268.244594038,2557295,0,4380341,0,4402612,2417893,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 266 m2 Medan,Bekas,677923558.0,1385511535.167437,True,8411.0,1595971,6689946,1118106,966240,0,27438247,0,1513034.6215825605,0,0,3279272,0,4548284,2306924,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin tunangan berlian solitaire 1 karat,,29358564.730409343,82889577.40052882,True,5160.0,307239,0,1493914,1475085,0,20632788,1027801,1631697.5531622511,3629517,4266164,0,0,0,1749398,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Mazda CX-5,Baru,504977333.25888157,1196862179.5013623,False,6103.0,1447837,0,990565,519479,0,10198693,0,958056.3456770491,0,0,0,3890762,0,1190936,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 100 m2 Depok Timur,Baru,606592621.0,1603776452.604687,True,4078.0,1506281,8780835,784498,926914,0,28048363,0,1424193.5861793174,0,0,0,3829387,0,4089374,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,13923577.956064858,9230887.318234704,True,,1740179,5722758,909426,1029133,6227448,27246425,1074380,2668428.3309859717,16746106,0,0,0,2557166,4435633,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Xiaomi 12S Pro,Bekas,14974404.655532444,29604545.545433596,True,7191.0,1663649,9760264,1222555,1199883,0,10584204,4082991,674068.9803165065,0,1568569,4227470,3101713,0,674018,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,1066333.0966739047,2010848.198649265,True,5740.0,1726784,0,782843,1363684,4916972,30082360,1974765,2307824.9406201653,3806194,4344938,711667,2693282,3504804,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Honda HR-V,Bekas,227513568.09026822,202607606.31571218,True,,954001,0,1431630,503828,0,24127193,2490650,1676284.5705701543,0,0,4146483,2548297,3662838,3001248,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,1059961.9158473662,2455745.248515997,True,9613.0,1724937,0,1013586,631299,5659795,34075260,1668959,2206471.4837454683,19110010,0,0,2159462,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,"Cincin tunangan berlian solitaire 0,25 karat",,5775794.49803084,13342574.07047395,True,3318.0,1795078,0,1205843,1008877,2788031,23731832,0,1335002.1130714226,2426371,4812088,4052601,629220,636499,2736219,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Porsche 911,Baru,7876941029.792664,13454063681.558197,True,,663198,0,930414,1320676,3706690,21631177,0,1997349.6657793082,0,0,0,3819451,0,2725099,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Xiaomi 12S Pro,Bekas,15436277.597549964,14137422.726723362,True,8017.0,1281340,0,1476497,1424021,0,21246138,0,1849013.2201905055,19541734,0,485360,0,0,2041216,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1379 m2 perkotaan DKI Jakarta,,35653217600.0,54676724163.01802,True,7325.0,255687,0,1013759,1207704,0,25964884,4786729,2557431.004631116,0,0,0,4885777,0,2826621,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor gede,Kawasaki Ninja 250,Bekas,38427486.92600095,99490903.92480958,True,4429.0,1429966,0,961885,806236,6854474,11910982,4292953,758774.2300614633,0,0,1068550,1988788,4775722,3565771,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung emas kuning 22 karat dengan liontin berbentuk hati,,6582635.2737762295,19510336.20238442,True,6527.0,312215,0,760099,1154784,3038007,10317030,1515036,1010087.628340065,0,0,0,4496869,2500174,786517,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin solitaire emas kuning 18 karat dengan berlian berbentuk hati,,15001420.623261519,26558527.033000357,True,5825.0,1851987,0,836354,858716,0,20016694,0,1495570.8432299255,0,394750,0,0,0,13324,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1528 m2 pinggiran kota Surabaya Utara,,15088309344.0,41982691014.5177,True,7555.0,1050117,0,949954,680561,9948969,23981808,0,1674546.977931134,0,0,2446945,1848079,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,HP Spectre x360 14,Baru,16694447.856745705,43128865.577460065,True,2016.0,437259,7509089,1098376,713383,0,23137943,2827769,1478282.2438499392,0,0,1085856,4357337,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting emas kuning 22K,,5284062.635311388,9914625.21855943,True,,1989005,0,990789,1258120,2474285,34058218,0,2950245.317389459,0,1421324,1970224,4201324,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Suzuki Smash,Baru,18965431.370570414,40462898.3751465,True,2713.0,720074,0,954148,973697,0,30936624,1654427,1616836.1318561865,13397479,0,4504762,1603471,192800,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,MSI Modern 15,Bekas,10824059.165162837,18037695.463424787,True,7113.0,1864818,9949518,930167,1302475,8360382,24951006,2918614,2343808.8420296023,9496283,1405831,2971970,506096,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin kawin emas kuning 22 karat,,5837566.591999251,8229884.968590239,True,6560.0,656541,0,1096724,629989,0,26463205,3912986,1805765.2545133743,0,1113978,3917573,1358834,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung perak sterling dengan liontin berlian tunggal,,613075.220531654,489770.6473834532,True,7804.0,379470,1350259,1430856,996982,9559428,12486596,0,913667.3692878771,9820296,1876409,0,0,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Yamaha WR 155 R,Baru,38060000.0,103575364.58688259,True,5918.0,413234,7247180,956245,1283484,0,29376108,0,2107255.267742194,12009006,3532738,708297,0,1653771,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Suzuki DR-150S,Baru,34603028.3958459,93201817.52232188,True,9861.0,1536340,0,979849,590576,6320177,28537514,4909527,2655207.1191956117,0,2362999,0,278329,998159,705369,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Baru,28720394.58884761,57267964.92375779,True,4500.0,1777870,0,1486042,1265180,0,21540651,4955945,1647159.9874479608,0,1229261,0,0,0,2054819,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung emas kuning 22 karat dengan liontin berbentuk hati,,5120506.056541387,3830545.9387417147,False,7654.0,564807,6991116,942980,1210956,0,34793911,0,3084451.590692396,18543554,0,0,844554,4251283,4177642,6,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang mutiara multi dengan desain chevron,,9081674.69636888,5677584.96377995,True,,1077564,0,957558,1429501,0,12859752,2903661,1207885.4713530703,0,645258,0,2136071,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1504 m2 perkotaan Medan,,16366521984.0,15900821592.238571,True,,252479,1764389,1285323,1409695,0,30937287,1357183,1837718.982005941,0,2835260,2123162,994480,1010441,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,11000012.282284638,7069689.85545357,True,1750.0,291451,0,1277312,793768,0,10969172,0,1031823.9563035384,0,3652673,2218629,0,2122949,939535,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,4423 m2 perkotaan Palembang,,38899356170.0,88175529024.15009,False,2779.0,852635,0,1210269,511712,0,34225926,0,1731932.8785123578,0,0,1256600,0,0,1504981,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Mazda CX-5,Bekas,503431459.8798202,790711961.184748,True,5355.0,1104354,2980955,1360929,800713,0,20271962,0,1966332.0743843284,0,3894686,0,0,1512126,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Porsche 911,Bekas,14566971977.661951,14368220202.402597,True,6100.0,701417,7597727,1086312,617354,8456958,5602578,4058925,555949.683197546,2590954,0,957911,0,0,0,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,Lenovo ThinkPad X1 Carbon Gen 10,Bekas,21392479.5900078,62418038.68060934,True,3038.0,1763366,0,1465813,1132282,2261806,15990906,0,944104.8570670789,16586553,3713289,0,40506,2198419,2734779,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 218 m2 Surabaya Selatan,Bekas,1937572646.0,5016796280.59795,True,6327.0,1437221,0,1486989,743850,0,12485229,1176413,906099.1204149665,333970,0,749326,4112960,4624264,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,MSI Modern 15,Bekas,8150500.009902043,16812467.341819797,False,1959.0,898239,0,1269360,1281682,0,7253955,0,677532.0415505113,3136934,0,1551820,0,4285163,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 159 m2 Mojokerto,Baru,630099851.0,1162556977.4116342,False,1530.0,1081667,9711042,1074604,522288,7412574,20905684,2187518,1428723.6930218858,252135,2501295,0,0,3133768,1809153,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,MSI Modern 15,Baru,14606261.395717917,14320923.378357533,False,5451.0,206070,0,1117823,524024,0,32361887,1720436,1901724.3499532135,0,0,1410952,4288425,0,1418106,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,BMW Seri 3,Baru,1308688172.3324413,2640184495.572728,True,2664.0,339597,0,1096213,950892,2957332,9613071,3585657,738229.7277561019,0,4590154,3384821,874831,973527,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,MSI Modern 15,Bekas,9441348.159935959,7986097.6041765325,True,1401.0,214043,0,1359671,1204609,7554272,9026977,0,838818.4095686566,15298503,0,0,1918136,4751887,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Lenovo ThinkPad X1 Carbon Gen 10,Baru,20149263.44206382,19634464.076871447,True,5314.0,739162,3956899,1402059,523057,0,24151591,1133306,1281070.8168783644,0,1303829,0,0,2890732,4940184,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Honda Supra X 125,Baru,9472590.305455562,26179111.32926686,True,8762.0,793993,0,1173934,584678,0,20554243,0,1073390.2291542036,0,0,0,0,3471682,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,"Anting-anting berlian 0,5 karat with emas kuning 22K",,13786509.94509043,9848197.254408862,True,3217.0,1900187,0,814957,1125789,0,19179600,0,1890708.2959491988,16825509,2411107,0,0,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 244 m2 Medan Barat,Bekas,1375614590.0,2963408035.4338903,True,6253.0,1115757,995655,1425615,652301,0,20677207,1484761,1202456.980129196,3410230,0,2030454,498151,0,1620134,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor bebek,Suzuki Smash,Baru,19466012.7299332,26596346.399969544,True,5672.0,871105,0,763285,1317671,0,8834261,4682233,568758.8308957447,11477139,1437222,2878169,2353197,4762127,3876896,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 137 m2 Sleman,Baru,957068965.0,713992980.3845942,True,7890.0,1314327,0,830160,594846,0,24136232,1778758,2014398.487236559,12622008,0,0,0,0,1457288,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
